category	concept_eng	concept	concept_exemplar	exemplar	length	freq_ass	freq_rel	outlier
CLOTHES	hat	CAPPELLO	CAPPELLO_colbacco	cappello colbacco	2	0	0	no
CLOTHES	hat	CAPPELLO	CAPPELLO_coppola	coppola	1	3494	0.24	no
CLOTHES	hat	CAPPELLO	CAPPELLO_coppola	cappello coppola	2	2	0	no
CLOTHES	hat	CAPPELLO	CAPPELLO_fedora	fedora	1	1388	0.1	no
CLOTHES	hat	CAPPELLO	CAPPELLO_fedora	cappello fedora	2	47	0	no
CLOTHES	hat	CAPPELLO	CAPPELLO_panama	panama	1	1488	0.1	no
CLOTHES	hat	CAPPELLO	CAPPELLO_panama	cappello panama	2	52	0	no
CLOTHES	hat	CAPPELLO	CAPPELLO_sombrero	sombrero	1	1989	0.14	no
CLOTHES	hat	CAPPELLO	CAPPELLO_sombrero	cappello sombrero	2	5	0	no
CLOTHES	hat	CAPPELLO	CAPPELLO_tuba	tuba	1	9825	0.68	no
CLOTHES	hat	CAPPELLO	CAPPELLO_tuba	cappello tuba	2	1	0	no
FURNITURE	dresser	COMÒ	COMÒ_comodino	comodino	1	28547	1.97	no
FURNITURE	dresser	COMÒ	COMÒ_comodino	comò comodino	2	3	0	no
HOBBIES	crossword	CRUCIVERBA	CRUCIVERBA_crittografato	cruciverba crittografato	2	3	0	no
HOBBIES	crossword	CRUCIVERBA	CRUCIVERBA_facilitato	cruciverba facilitato	2	3	0	no
HOBBIES	crossword	CRUCIVERBA	CRUCIVERBA_rebus	rebus	1	19079	1.31	no
HOBBIES	crossword	CRUCIVERBA	CRUCIVERBA_rebus	cruciverba rebus	2	2	0	no
HOBBIES	crossword	CRUCIVERBA	CRUCIVERBA_sudoku	sudoku	1	2547	0.18	no
HOBBIES	crossword	CRUCIVERBA	CRUCIVERBA_sudoku	cruciverba sudoku	2	0	0	no
FOODS	salad	INSALATA	INSALATA_greca	insalata greca	2	965	0.07	no
FOODS	salad	INSALATA	INSALATA_iceberg	iceberg	1	25673	1.77	no
FOODS	salad	INSALATA	INSALATA_iceberg	insalata iceberg	2	208	0.01	no
FOODS	salad	INSALATA	INSALATA_indivia	indivia	1	3397	0.23	no
FOODS	salad	INSALATA	INSALATA_indivia	insalata indivia	2	26	0	no
FOODS	salad	INSALATA	INSALATA_lattuga	lattuga	1	18468	1.27	no
FOODS	salad	INSALATA	INSALATA_lattuga	insalata lattuga	2	56	0	no
FOODS	salad	INSALATA	INSALATA_mista	insalata mista	2	3501	0.24	no
FOODS	salad	INSALATA	INSALATA_misticanza	misticanza	1	1495	0.1	no
FOODS	salad	INSALATA	INSALATA_misticanza	insalata misticanza	2	34	0	no
FOODS	salad	INSALATA	INSALATA_radicchio	radicchio	1	24140	1.66	no
FOODS	salad	INSALATA	INSALATA_radicchio	insalata radicchio	2	3	0	no
FOODS	salad	INSALATA	INSALATA_riccia	insalata riccia	2	178	0.01	no
FOODS	salad	INSALATA	INSALATA_romana	insalata romana	2	94	0.01	no
FOODS	salad	INSALATA	INSALATA_rucola	rucola	1	18532	1.28	no
FOODS	salad	INSALATA	INSALATA_rucola	insalata rucola	2	16	0	no
FOODS	salad	INSALATA	INSALATA_russa	insalata russa	2	2339	0.16	no
FOODS	salad	INSALATA	INSALATA_scarola	scarola	1	4202	0.29	no
FOODS	salad	INSALATA	INSALATA_scarola	insalata scarola	2	30	0	no
FOODS	salad	INSALATA	INSALATA_songino	songino	1	658	0.05	no
FOODS	salad	INSALATA	INSALATA_songino	insalata songino	2	16	0	no
FOODS	salad	INSALATA	INSALATA_valeriana	valeriana	1	7666	0.53	no
FOODS	salad	INSALATA	INSALATA_valeriana	insalata valeriana	2	75	0.01	no
ANIMALS	lizard	LUCERTOLA	LUCERTOLA_camaleonte	camaleonte	1	5549	0.38	no
ANIMALS	lizard	LUCERTOLA	LUCERTOLA_camaleonte	lucertola camaleonte	2	0	0	no
ANIMALS	lizard	LUCERTOLA	LUCERTOLA_campestre	lucertola campestre	2	158	0.01	no
ANIMALS	lizard	LUCERTOLA	LUCERTOLA_comune	lucertola comune	2	29	0	no
ANIMALS	lizard	LUCERTOLA	LUCERTOLA_geco	geco	1	3410	0.23	no
ANIMALS	lizard	LUCERTOLA	LUCERTOLA_geco	lucertola geco	2	0	0	no
ANIMALS	lizard	LUCERTOLA	LUCERTOLA_iguana	iguana	1	3480	0.24	no
ANIMALS	lizard	LUCERTOLA	LUCERTOLA_iguana	lucertola iguana	2	1	0	no
FURNISHINGS/FITTINGS	clock	OROLOGIO	OROLOGIO_analogico	orologio analogico	2	751	0.05	no
FURNISHINGS/FITTINGS	clock	OROLOGIO	OROLOGIO_cronografo	cronografo	1	7523	0.52	no
FURNISHINGS/FITTINGS	clock	OROLOGIO	OROLOGIO_cronografo	orologio cronografo	2	90	0.01	no
FURNISHINGS/FITTINGS	clock	OROLOGIO	OROLOGIO_digitale	orologio digitale	2	1523	0.1	no
FURNISHINGS/FITTINGS	clock	OROLOGIO	OROLOGIO_smartwatch	smartwatch	1	27423	1.89	no
FURNISHINGS/FITTINGS	clock	OROLOGIO	OROLOGIO_smartwatch	orologio smartwatch	2	26	0	no
FURNISHINGS/FITTINGS	clock	OROLOGIO	OROLOGIO_subacqueo	orologio subacqueo	2	828	0.06	no
FURNISHINGS/FITTINGS	clock	OROLOGIO	OROLOGIO_sveglia	sveglia	1	36306	2.5	yes
FURNISHINGS/FITTINGS	clock	OROLOGIO	OROLOGIO_sveglia	orologio sveglia	2	135	0.01	no
FOODS	fish	PESCE	PESCE_acciuga	acciuga	1	5627	0.39	no
FOODS	fish	PESCE	PESCE_acciuga	pesce acciuga	2	0	0	no
FOODS	fish	PESCE	PESCE_alice	alice	1	9262	0.64	no
FOODS	fish	PESCE	PESCE_alice	pesce alice	2	0	0	no
FOODS	fish	PESCE	PESCE_aringa	aringa	1	3862	0.27	no
FOODS	fish	PESCE	PESCE_aringa	pesce aringa	2	2	0	no
FOODS	fish	PESCE	PESCE_azzurro	pesce azzurro	2	9975	0.69	no
FOODS	fish	PESCE	PESCE_branzino	branzino	1	6329	0.44	no
FOODS	fish	PESCE	PESCE_branzino	pesce branzino	2	8	0	no
FOODS	fish	PESCE	PESCE_cane	cane	1	40701	2.8	yes
FOODS	fish	PESCE	PESCE_cane	pesce cane	2	94	0.01	no
FOODS	fish	PESCE	PESCE_carpa	carpa	1	9458	0.65	no
FOODS	fish	PESCE	PESCE_carpa	pesce carpa	2	23	0	no
FOODS	fish	PESCE	PESCE_luccio	luccio	1	7942	0.55	no
FOODS	fish	PESCE	PESCE_luccio	pesce luccio	2	6	0	no
FOODS	fish	PESCE	PESCE_martello	martello	1	33242	2.29	yes
FOODS	fish	PESCE	PESCE_martello	pesce martello	2	130	0.01	no
FOODS	fish	PESCE	PESCE_merluzzo	merluzzo	1	17131	1.18	no
FOODS	fish	PESCE	PESCE_merluzzo	pesce merluzzo	2	23	0	no
FOODS	fish	PESCE	PESCE_orata	pesce orata	2	12	0	no
FOODS	fish	PESCE	PESCE_pagliaccio	pagliaccio	1	12087	0.83	yes
FOODS	fish	PESCE	PESCE_pagliaccio	pesce pagliaccio	2	772	0.05	no
FOODS	fish	PESCE	PESCE_palla	palla	1	32935	2.27	yes
FOODS	fish	PESCE	PESCE_palla	pesce palla	2	1438	0.1	no
FOODS	fish	PESCE	PESCE_platessa	platessa	1	1667	0.11	no
FOODS	fish	PESCE	PESCE_platessa	pesce platessa	2	2	0	no
FOODS	fish	PESCE	PESCE_rosso	pesce rosso	2	3700	0.25	no
FOODS	fish	PESCE	PESCE_salmone	salmone	1	37125	2.56	no
FOODS	fish	PESCE	PESCE_salmone	pesce salmone	2	33	0	no
FOODS	fish	PESCE	PESCE_sardina	sardina	1	3058	0.21	no
FOODS	fish	PESCE	PESCE_sardina	pesce sardina	2	0	0	no
FOODS	fish	PESCE	PESCE_scorfano	scorfano	1	2436	0.17	no
FOODS	fish	PESCE	PESCE_scorfano	pesce scorfano	2	8	0	no
FOODS	fish	PESCE	PESCE_sgombro	sgombro	1	14750	1.02	no
FOODS	fish	PESCE	PESCE_sgombro	pesce sgombro	2	13	0	no
FOODS	fish	PESCE	PESCE_sogliola	sogliola	1	4771	0.33	no
FOODS	fish	PESCE	PESCE_sogliola	pesce sogliola	2	3	0	no
FOODS	fish	PESCE	PESCE_spada	spada	1	36773	2.53	yes
FOODS	fish	PESCE	PESCE_spada	pesce spada	2	13310	0.92	no
FOODS	fish	PESCE	PESCE_spigola	spigola	1	7594	0.52	no
FOODS	fish	PESCE	PESCE_spigola	pesce spigola	2	3	0	no
FOODS	fish	PESCE	PESCE_squalo	squalo	1	34905	2.4	no
FOODS	fish	PESCE	PESCE_squalo	pesce squalo	2	15	0	no
FOODS	fish	PESCE	PESCE_tonno	tonno	1	30181	2.08	no
FOODS	fish	PESCE	PESCE_tonno	pesce tonno	2	17	0	no
FOODS	fish	PESCE	PESCE_trota	trota	1	24408	1.68	no
FOODS	fish	PESCE	PESCE_trota	pesce trota	2	11	0	no
PLANTS	oak	QUERCIA	QUERCIA_leccio	leccio	1	7564	0.52	no
PLANTS	oak	QUERCIA	QUERCIA_leccio	quercia leccio	2	2	0	no
PLANTS	oak	QUERCIA	QUERCIA_rovere	rovere	1	22788	1.57	no
PLANTS	oak	QUERCIA	QUERCIA_rovere	quercia rovere	2	23	0	no
PLANTS	oak	QUERCIA	QUERCIA_secolare	quercia secolare	2	818	0.06	no
PLANTS	rose	ROSA	ROSA_antico	rosa antico	2	3411	0.24	no
PLANTS	rose	ROSA	ROSA_bianca	rosa bianca	2	2451	0.17	no
PLANTS	rose	ROSA	ROSA_blu	rosa blu	2	674	0.05	no
PLANTS	rose	ROSA	ROSA_canina	rosa canina	2	6653	0.46	no
PLANTS	rose	ROSA	ROSA_fucsia	fucsia	1	17719	1.22	no
PLANTS	rose	ROSA	ROSA_fucsia	rosa fucsia	2	596	0.04	no
PLANTS	rose	ROSA	ROSA_gialla	rosa gialla	2	569	0.04	no
PLANTS	rose	ROSA	ROSA_nera	rosa nera	2	620	0.04	no
PLANTS	rose	ROSA	ROSA_rossa	rosa rossa	2	4331	0.3	no
HOUSING BUILDINGS	stairs	SCALA	SCALA_esterna	scala esterna	2	6536	0.45	no
HOUSING BUILDINGS	stairs	SCALA	SCALA_interna	scala interna	2	14640	1.01	no
HOUSING BUILDINGS	stairs	SCALA	SCALA_mobile	scala mobile	2	9034	0.62	no
HOUSING BUILDINGS	stairs	SCALA	SCALA_scaletta	scaletta	1	36350	2.5	no
HOUSING BUILDINGS	stairs	SCALA	SCALA_scaletta	scala scaletta	2	4	0	no
FURNITURE	desk	SCRIVANIA	SCRIVANIA_angolare	scrivania angolare	2	109	0.01	no
FURNITURE	desk	SCRIVANIA	SCRIVANIA_scrittoio	scrittoio	1	7732	0.53	no
FURNITURE	desk	SCRIVANIA	SCRIVANIA_scrittoio	scrivania scrittoio	2	1	0	no
STATIONERY	pencil sharpener	TEMPERINO	TEMPERINO_doppio	temperino doppio	2	4	0	no
STATIONERY	pencil sharpener	TEMPERINO	TEMPERINO_elettrico	temperino elettrico	2	5	0	no
STATIONERY	pencil sharpener	TEMPERINO	TEMPERINO_singolo	temperino singolo	2	0	0	no
STATIONERY	pencil sharpener	TEMPERINO	TEMPERINO_temperamatite	temperamatite	1	1070	0.07	no
STATIONERY	pencil sharpener	TEMPERINO	TEMPERINO_temperamatite	temperino temperamatite	2	0	0	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_bagno	bagno	1	28883	1.99	yes
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_bagno	camera bagno	2	1298	0.09	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_cameretta	cameretta	1	21399	1.47	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_cameretta	camera cameretta	2	544	0.04	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_cucina	cucina	1	28862	1.99	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_cucina	camera cucina	2	656	0.05	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_doppia	camera doppia	2	35510	2.45	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_foto	foto	1	30556	2.11	yes
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_foto	fotocamera	2	36937	2.54	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_ingresso	ingresso	1	37375	2.57	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_ingresso	camera ingresso	2	20	0	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_matrimoniale	camera matrimoniale	2	81708	5.63	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_oscura	camera oscura	2	8001	0.55	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_salotto	camera salotto	2	15	0	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_singola	camera singola	2	21101	1.45	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_soggiorno	soggiorno	1	18562	1.28	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_soggiorno	camera soggiorno	2	209	0.01	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_studio	studio	1	27125	1.87	yes
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_studio	camera studio	2	385	0.03	no
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_video	video	1	33015	2.27	yes
HOUSING BUILDINGS	bedroom	CAMERA	CAMERA_video	videocamera	2	28322	1.95	no
ANIMALS	horse	CAVALLO	CAVALLO_appaloosa	cavallo appaloosa	2	5	0	no
ANIMALS	horse	CAVALLO	CAVALLO_arabo	cavallo arabo	2	379	0.03	no
ANIMALS	horse	CAVALLO	CAVALLO_baio	baio	1	1792	0.12	no
ANIMALS	horse	CAVALLO	CAVALLO_baio	cavallo baio	2	124	0.01	no
ANIMALS	horse	CAVALLO	CAVALLO_bianco	cavallo bianco	2	4478	0.31	no
ANIMALS	horse	CAVALLO	CAVALLO_mustang	mustang	1	1289	0.09	no
ANIMALS	horse	CAVALLO	CAVALLO_mustang	cavallo mustang	2	3	0	no
ANIMALS	horse	CAVALLO	CAVALLO_nero	cavallo nero	2	1081	0.07	no
ANIMALS	horse	CAVALLO	CAVALLO_pony	pony	1	17337	1.19	no
ANIMALS	horse	CAVALLO	CAVALLO_pony	cavallo pony	2	11	0	no
ANIMALS	horse	CAVALLO	CAVALLO_puledro	puledro	2	6180	0.43	no
ANIMALS	horse	CAVALLO	CAVALLO_puledro	cavallo puledro	2	0	0	no
ANIMALS	horse	CAVALLO	CAVALLO_purosangue	cavallo purosangue	2	108	0.01	no
ANIMALS	horse	CAVALLO	CAVALLO_selvaggio	cavallo selvaggio	2	599	0.04	no
ANIMALS	horse	CAVALLO	CAVALLO_stallone	stallone	1	7367	0.51	no
ANIMALS	horse	CAVALLO	CAVALLO_stallone	cavallo stallone	2	12	0	no
FOODS	chocolate	CIOCCOLATO	CIOCCOLATO_amaro	cioccolato amaro	2	1364	0.09	no
FOODS	chocolate	CIOCCOLATO	CIOCCOLATO_bianco	cioccolato bianco	2	15579	1.07	no
FOODS	chocolate	CIOCCOLATO	CIOCCOLATO_caldo	cioccolato caldo	2	945	0.07	no
FOODS	chocolate	CIOCCOLATO	CIOCCOLATO_fondente	cioccolato fondente	2	30829	2.12	no
FOODS	chocolate	CIOCCOLATO	CIOCCOLATO_pralinato	cioccolato pralinato	2	23	0	no
BODY PARTS	heart	CUORE	CUORE_anatomico	cuore anatomico	2	42	0	no
BODY PARTS	heart	CUORE	CUORE_animale	cuore animale	2	39	0	no
BODY PARTS	heart	CUORE	CUORE_disegnato	cuore disegnato	2	135	0.01	no
BODY PARTS	heart	CUORE	CUORE_rosso	cuore rosso	2	1967	0.14	no
BODY PARTS	heart	CUORE	CUORE_spezzato	cuore spezzato	2	4077	0.28	no
BODY PARTS	heart	CUORE	CUORE_stilizzato	cuore stilizzato	2	131	0.01	no
BODY PARTS	heart	CUORE	CUORE_umano	cuore umano	2	7650	0.53	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_decorativo	cuscino decorativo	2	93	0.01	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_duro	cuscino duro	2	25	0	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_ergonomico	cuscino ergonomico	2	102	0.01	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_guanciale	guanciale	1	13027	0.9	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_guanciale	cuscino guanciale	2	9	0	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_imbottito	cuscino imbottito	2	385	0.03	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_morbido	cuscino morbido	2	353	0.02	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_ortopedico	cuscino ortopedico	2	191	0.01	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_quadrato	cuscino quadrato	2	74	0.01	no
FURNISHINGS/FITTINGS	pillow	CUSCINO	CUSCINO_rotondo	cuscino rotondo	2	66	0	no
CLOTHES	sweatshirt	FELPA	FELPA_girocollo	girocollo	1	6877	0.47	yes
CLOTHES	sweatshirt	FELPA	FELPA_girocollo	felpa girocollo	2	68	0	no
CLOTHES	sweatshirt	FELPA	FELPA_invernale	felpa invernale	2	30	0	no
CLOTHES	sweatshirt	FELPA	FELPA_leggera	felpa leggera	2	252	0.02	no
CLOTHES	sweatshirt	FELPA	FELPA_oversize	oversize	1	8054	0.55	yes
CLOTHES	sweatshirt	FELPA	FELPA_oversize	felpa oversize	2	64	0	no
CLOTHES	sweatshirt	FELPA	FELPA_pesante	felpa pesante	2	97	0.01	no
PLANTS	rubber plant	FICUS	FICUS_benjamin	benjamin	1	692	0.05	yes
PLANTS	rubber plant	FICUS	FICUS_benjamin	ficus benjamin	2	287	0.02	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_briscola	briscola	1	8238	0.57	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_carte	carte	1	682842	47.05	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_cluedo	cluedo	1	106	0.01	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_cranium	cranium	1	30	0	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_dama	dama	1	36375	2.51	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_dixit	dixit	1	6129	0.42	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_fantasy	fantasy	1	85531	5.89	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_monopoly	monopoly	1	238	0.02	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_risiko	risiko	1	2866	0.2	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_scacchi	scacchi	1	23325	1.61	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_scarabeo	scarabeo	1	4996	0.34	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_taboo	taboo	1	1255	0.09	no
HOBBIES	game table	GIOCO DA TAVOLA	GIOCO DA TAVOLA_tombola	tombola	1	9860	0.68	no
FURNITURE	bookcase	LIBRERIA	LIBRERIA_aperta	libreria aperta	2	178	0.01	no
FURNITURE	bookcase	LIBRERIA	LIBRERIA_biblioteca	biblioteca	1	17429	1.2	no
FURNITURE	bookcase	LIBRERIA	LIBRERIA_biblioteca	libreria biblioteca	2	5	0	no
FURNITURE	bookcase	LIBRERIA	LIBRERIA_indipendente	libreria indipendente	2	794	0.05	no
FURNITURE	bookcase	LIBRERIA	LIBRERIA_universitaria	libreria universitaria	2	238	0.02	no
STATIONERY	pastel	PASTELLO	PASTELLO_colorato	pastello colorato	2	47	0	no
STATIONERY	pastel	PASTELLO	PASTELLO_duro	pastello duro	2	5	0	no
STATIONERY	pastel	PASTELLO	PASTELLO_morbido	pastello morbido	2	54	0	no
STATIONERY	pastel	PASTELLO	PASTELLO_nero	pastello nero	2	56	0	no
HOUSING BUILDINGS	door	PORTA	PORTA_automatica	porta automatica	2	575	0.04	no
HOUSING BUILDINGS	door	PORTA	PORTA_blindata	porta blindata	2	15691	1.08	no
HOUSING BUILDINGS	door	PORTA	PORTA_finestra	porta finestra	2	6632	0.46	no
HOUSING BUILDINGS	door	PORTA	PORTA_girevole	porta girevole	2	1226	0.08	no
HOUSING BUILDINGS	door	PORTA	PORTA_portiera	portiera	1	17163	1.18	no
HOUSING BUILDINGS	door	PORTA	PORTA_portiera	porta portiera	2	1	0	no
HOUSING BUILDINGS	door	PORTA	PORTA_portone	portone	1	29682	2.04	no
HOUSING BUILDINGS	door	PORTA	PORTA_portone	porta portone	2	1	0	no
HOUSING BUILDINGS	door	PORTA	PORTA_scorrevole	porta scorrevole	2	5568	0.38	no
KITCHENWARE	baking pan	TEGLIA	TEGLIA_antiaderente	teglia antiaderente	2	641	0.04	no
KITCHENWARE	baking pan	TEGLIA	TEGLIA_leccarda	leccarda	1	3805	0.26	no
KITCHENWARE	baking pan	TEGLIA	TEGLIA_leccarda	teglia leccarda	2	0	0	no
KITCHENWARE	baking pan	TEGLIA	TEGLIA_pirofila	pirofila	1	13185	0.91	no
KITCHENWARE	baking pan	TEGLIA	TEGLIA_pirofila	teglia pirofila	2	0	0	no
KITCHENWARE	baking pan	TEGLIA	TEGLIA_quadrata	teglia quadrata	2	362	0.02	no
KITCHENWARE	baking pan	TEGLIA	TEGLIA_rettangolare	teglia rettangolare	2	1139	0.08	no
KITCHENWARE	baking pan	TEGLIA	TEGLIA_rotonda	teglia rotonda	2	773	0.05	no
HOUSING BUILDINGS	roof	TETTO	TETTO_curvo	tetto curvo	2	76	0.01	no
HOUSING BUILDINGS	roof	TETTO	TETTO_piano	tetto piano	2	1742	0.12	no
HOUSING BUILDINGS	roof	TETTO	TETTO_spiovente	tetto spiovente	2	1912	0.13	no
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_aliscafo	aliscafo	1	6454	0.44	no
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_aliscafo	traghetto aliscafo	2	2	0	no
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_ferroviario	traghetto ferroviario	2	40	0	no
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_merci	merci	1	37836	2.61	yes
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_merci	traghetto merci	2	56	0	no
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_nave	nave	1	57920	3.99	yes
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_nave	traghetto nave	2	1	0	no
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_passeggeri	passeggeri	1	39817	2.74	yes
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_passeggeri	traghetto passeggeri	2	153	0.01	no
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_turistico	traghetto turistico	2	21	0	no
VEHICLES	ferry	TRAGHETTO	TRAGHETTO_veloce	traghetto veloce	2	374	0.03	no
PLANTS	fir	ABETE	ABETE_bianco	abete bianco	2	3185	0.22	no
PLANTS	fir	ABETE	ABETE_rosso	abete rosso	2	5119	0.35	no
VEHICLES	plane	AEREO	AEREO_aeroplano	aereo aeroplano	2	5	0	no
VEHICLES	plane	AEREO	AEREO_aliante	aereo aliante	2	1	0	no
VEHICLES	plane	AEREO	AEREO_boeing	boeing	1	1411	0.1	no
VEHICLES	plane	AEREO	AEREO_boeing	aereo boeing	2	5	0	no
VEHICLES	plane	AEREO	AEREO_caccia	caccia	1	31905	2.2	yes
VEHICLES	plane	AEREO	AEREO_caccia	aereo caccia	2	56	0	no
VEHICLES	plane	AEREO	AEREO_cargo	aereo cargo	2	473	0.03	no
VEHICLES	plane	AEREO	AEREO_commerciale	aereo commerciale	2	648	0.04	no
VEHICLES	plane	AEREO	AEREO_elicottero	elicottero	1	37358	2.57	no
VEHICLES	plane	AEREO	AEREO_elicottero	aereo elicottero	2	2	0	no
VEHICLES	plane	AEREO	AEREO_jet	jet	1	36081	2.49	no
VEHICLES	plane	AEREO	AEREO_jet	aereo jet	2	52	0	no
VEHICLES	plane	AEREO	AEREO_militare	aereo militare	2	2480	0.17	no
VEHICLES	plane	AEREO	AEREO_passeggeri	passeggeri	1	270301	18.62	yes
VEHICLES	plane	AEREO	AEREO_passeggeri	aereo passeggeri	2	901	0.06	no
VEHICLES	plane	AEREO	AEREO_privato	aereo privato	2	2172	0.15	no
HOBBIES	tool	ATTREZZO	ATTREZZO_avvitatore	avvitatore	1	5366	0.37	no
HOBBIES	tool	ATTREZZO	ATTREZZO_avvitatore	attrezzo avvitatore	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_cacciavite	cacciavite	1	18287	1.26	no
HOBBIES	tool	ATTREZZO	ATTREZZO_cacciavite	attrezzo cacciavite	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_cesoie	cesoie	1	6181	0.43	no
HOBBIES	tool	ATTREZZO	ATTREZZO_cesoie	attrezzo cesoie	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_forbici	forbici	1	38983	2.69	no
HOBBIES	tool	ATTREZZO	ATTREZZO_forbici	attrezzo forbici	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_lima	lima	1	11902	0.82	no
HOBBIES	tool	ATTREZZO	ATTREZZO_lima	attrezzo lima	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_martello	martello	1	62776	4.33	no
HOBBIES	tool	ATTREZZO	ATTREZZO_martello	attrezzo martello	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_pala	pala	1	45099	3.11	no
HOBBIES	tool	ATTREZZO	ATTREZZO_pala	attrezzo pala	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_pinze	pinze	1	39070	2.69	no
HOBBIES	tool	ATTREZZO	ATTREZZO_pinze	attrezzo pinze	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_scalpello	scalpello	1	9330	0.64	no
HOBBIES	tool	ATTREZZO	ATTREZZO_scalpello	attrezzo scalpello	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_sega	sega	1	33457	2.31	no
HOBBIES	tool	ATTREZZO	ATTREZZO_sega	attrezzo sega	2	0	0	no
HOBBIES	tool	ATTREZZO	ATTREZZO_trapano	trapano	1	27695	1.91	no
HOBBIES	tool	ATTREZZO	ATTREZZO_trapano	attrezzo trapano	2	0	0	no
BODY PARTS	mouth	BOCCA	BOCCA_aperta	bocca aperta	2	45744	3.15	no
BODY PARTS	mouth	BOCCA	BOCCA_carnosa	bocca carnosa	2	587	0.04	no
BODY PARTS	mouth	BOCCA	BOCCA_grande	bocca grande	2	962	0.07	no
BODY PARTS	mouth	BOCCA	BOCCA_larga	bocca larga	2	1837	0.13	no
BODY PARTS	mouth	BOCCA	BOCCA_piccola	bocca piccola	2	717	0.05	no
BODY PARTS	mouth	BOCCA	BOCCA_sottile	bocca sottile	2	235	0.02	no
BODY PARTS	mouth	BOCCA	BOCCA_stretta	bocca stretta	2	348	0.02	no
ANIMALS	rabbit	CONIGLIO	CONIGLIO_ariete	ariete	1	13771	0.95	yes
ANIMALS	rabbit	CONIGLIO	CONIGLIO_ariete	coniglio ariete	2	170	0.01	no
ANIMALS	rabbit	CONIGLIO	CONIGLIO_bianco	coniglio bianco	2	1111	0.08	no
