,participant,concept,exemplar,rank_order,normed_rank_order
430,gpt3.5_iter19,camicia,a collo alla barca,24,0.42500000000000004
431,gpt3.5_iter19,camicia,a collo alla scialle,25,0.4
432,gpt3.5_iter19,camicia,a collo alla sciarpa,26,0.375
433,gpt3.5_iter19,camicia,a collo alla sciarpetta,27,0.35
446,gpt3.5_iter19,camicia,a collo alla sciarpet,40,0.025000000000000022
447,gpt3.5_iter20,camion,rimorchio,1,1.0
448,gpt3.5_iter20,camion,furgone,2,0.96875
449,gpt3.5_iter20,camion,autocarro,3,0.9375
450,gpt3.5_iter20,camion,pick-up,4,0.90625
451,gpt3.5_iter20,camion,camioncino,5,0.875
452,gpt3.5_iter20,camion,camion gru,6,0.84375
453,gpt3.5_iter20,camion,camion cisterna,7,0.8125
454,gpt3.5_iter20,camion,camion frigorifero,8,0.78125
455,gpt3.5_iter20,camion,camion ribaltabile,9,0.75
456,gpt3.5_iter20,camion,camion trasporto bestiame,10,0.71875
457,gpt3.5_iter20,camion,camion dei pompieri,11,0.6875
458,gpt3.5_iter20,camion,camion dei rifiuti,12,0.65625
459,gpt3.5_iter20,camion,camion delle pulizie,13,0.625
460,gpt3.5_iter20,camion,camion delle consegne,14,0.59375
461,gpt3.5_iter20,camion,camion da trasporto merci,15,0.5625
462,gpt3.5_iter20,camion,camion da trasporto legname,16,0.53125
463,gpt3.5_iter20,camion,camion da trasporto container,17,0.5
464,gpt3.5_iter20,camion,camion da trasporto auto,18,0.46875
465,gpt3.5_iter20,camion,camion da trasporto liquidi,19,0.4375
466,gpt3.5_iter20,camion,camion da trasporto materiali edili,20,0.40625
467,gpt3.5_iter20,camion,camion da trasporto pesante,21,0.375
468,gpt3.5_iter20,camion,camion da trasporto leggero,22,0.34375
469,gpt3.5_iter20,camion,camion da trasporto voluminoso,23,0.3125
470,gpt3.5_iter20,camion,camion da trasporto pericolosi,24,0.28125
471,gpt3.5_iter20,camion,camion da trasporto merci deperibili,25,0.25
472,gpt3.5_iter20,camion,camion da trasporto merci fragili,26,0.21875
473,gpt3.5_iter20,camion,camion da trasporto merci ingombranti,27,0.1875
474,gpt3.5_iter20,camion,camion da trasporto merci speciali,28,0.15625
475,gpt3.5_iter20,camion,camion da trasporto merci su lunghe distanze,29,0.125
476,gpt3.5_iter20,camion,camion da trasporto merci su brevi distanze,30,0.09375
477,gpt3.5_iter20,camion,camion da trasporto merci su strade sterrate,31,0.0625
478,gpt3.5_iter20,camion,camion da trasporto merci su strade as,32,0.03125
479,gpt3.5_iter21,candelabro,a sospensione,1,1.0
480,gpt3.5_iter21,candelabro,da tavolo,2,0.967741935483871
481,gpt3.5_iter21,candelabro,da parete,3,0.935483870967742
482,gpt3.5_iter21,candelabro,a candelabro,4,0.9032258064516129
483,gpt3.5_iter21,candelabro,a candeliere,5,0.8709677419354839
484,gpt3.5_iter21,candelabro,a braccio,6,0.8387096774193549
485,gpt3.5_iter21,candelabro,a piantana,7,0.8064516129032258
486,gpt3.5_iter21,candelabro,a candelieri multipli,8,0.7741935483870968
487,gpt3.5_iter21,candelabro,a candelabri a goccia,9,0.7419354838709677
488,gpt3.5_iter21,candelabro,a candelabri a candela,10,0.7096774193548387
489,gpt3.5_iter21,candelabro,a candelabri a led,11,0.6774193548387097
490,gpt3.5_iter21,candelabro,a candelabri a luce soffusa,12,0.6451612903225806
491,gpt3.5_iter21,candelabro,a candelabri a luce diretta,13,0.6129032258064516
492,gpt3.5_iter21,candelabro,a candelabri moderni,14,0.5806451612903225
493,gpt3.5_iter21,candelabro,a candelabri classici,15,0.5483870967741935
494,gpt3.5_iter21,candelabro,a candelabri rustici,16,0.5161290322580645
495,gpt3.5_iter21,candelabro,a candelabri in ferro battuto,17,0.4838709677419355
496,gpt3.5_iter21,candelabro,a candelabri in cristallo,18,0.4516129032258065
497,gpt3.5_iter21,candelabro,a candelabri in legno,19,0.4193548387096774
498,gpt3.5_iter21,candelabro,a candelabri in ottone,20,0.3870967741935484
499,gpt3.5_iter21,candelabro,a candelabri in argento,21,0.3548387096774194
500,gpt3.5_iter21,candelabro,a candelabri in bronzo,22,0.32258064516129037
501,gpt3.5_iter21,candelabro,a candelabri in vetro,23,0.29032258064516125
502,gpt3.5_iter21,candelabro,a candelabri in ceramica,24,0.25806451612903225
503,gpt3.5_iter21,candelabro,a candelabri in metallo,25,0.22580645161290325
504,gpt3.5_iter21,candelabro,a candelabri in plastica,26,0.19354838709677424
505,gpt3.5_iter21,candelabro,a candelabri in resina,27,0.16129032258064513
506,gpt3.5_iter21,candelabro,a candelabri in alluminio,28,0.12903225806451613
507,gpt3.5_iter21,candelabro,a candelabri in rame,29,0.09677419354838712
508,gpt3.5_iter21,candelabro,a candelabri in acciaio inox,30,0.06451612903225812
509,gpt3.5_iter21,candelabro,a candelabri in,31,0.032258064516129004
510,gpt3.5_iter22,cane,pastore tedesco,1,1.0
511,gpt3.5_iter22,cane,labrador retriever,2,0.9824561403508771
512,gpt3.5_iter22,cane,bulldog francese,3,0.9649122807017544
513,gpt3.5_iter22,cane,chihuahua,4,0.9473684210526316
514,gpt3.5_iter22,cane,golden retriever,5,0.9298245614035088
515,gpt3.5_iter22,cane,beagle,6,0.9122807017543859
516,gpt3.5_iter22,cane,rottweiler,7,0.8947368421052632
517,gpt3.5_iter22,cane,boxer,8,0.8771929824561404
518,gpt3.5_iter22,cane,husky siberiano,9,0.8596491228070176
519,gpt3.5_iter22,cane,bassotto,10,0.8421052631578947
520,gpt3.5_iter22,cane,barboncino,11,0.8245614035087719
521,gpt3.5_iter22,cane,carlino,12,0.8070175438596492
522,gpt3.5_iter22,cane,dobermann,13,0.7894736842105263
523,gpt3.5_iter22,cane,cane corso,14,0.7719298245614035
524,gpt3.5_iter22,cane,shih tzu,15,0.7543859649122807
525,gpt3.5_iter22,cane,yorkshire terrier,16,0.736842105263158
526,gpt3.5_iter22,cane,border collie,17,0.7192982456140351
527,gpt3.5_iter22,cane,jack russell terrier,18,0.7017543859649122
528,gpt3.5_iter22,cane,cane da caccia,19,0.6842105263157895
529,gpt3.5_iter22,cane,cane da guardia,20,0.6666666666666667
530,gpt3.5_iter22,cane,cane da compagnia,21,0.6491228070175439
531,gpt3.5_iter22,cane,cane da lavoro,22,0.631578947368421
532,gpt3.5_iter22,cane,cane da agility,23,0.6140350877192983
533,gpt3.5_iter22,cane,cane da salvataggio,24,0.5964912280701755
534,gpt3.5_iter22,cane,cane da terapia,25,0.5789473684210527
535,gpt3.5_iter22,cane,cane da esposizione,26,0.5614035087719298
536,gpt3.5_iter22,cane,cane da traino,27,0.543859649122807
537,gpt3.5_iter22,cane,cane da slitta,28,0.5263157894736843
538,gpt3.5_iter22,cane,cane da pastore,29,0.5087719298245614
539,gpt3.5_iter22,cane,cane da tartufi,30,0.49122807017543857
540,gpt3.5_iter22,cane,cane da ricerca,31,0.4736842105263158
541,gpt3.5_iter22,cane,cane da polizia,32,0.45614035087719296
542,gpt3.5_iter22,cane,cane da guida per non vedenti,33,0.4385964912280702
543,gpt3.5_iter22,cane,cane da assistenza,34,0.42105263157894735
545,gpt3.5_iter22,cane,cane da soccorso,36,0.38596491228070173
566,gpt3.5_iter22,cane,cane da,57,0.01754385964912286
567,gpt3.5_iter23,canottiera,maglietta,1,1.0
568,gpt3.5_iter23,canottiera,sottoveste,2,0.9545454545454546
569,gpt3.5_iter23,canottiera,canottiera sportiva,3,0.9090909090909091
570,gpt3.5_iter23,canottiera,canottiera intima,4,0.8636363636363636
571,gpt3.5_iter23,canottiera,canottiera da uomo,5,0.8181818181818181
572,gpt3.5_iter23,canottiera,canottiera da donna,6,0.7727272727272727
573,gpt3.5_iter23,canottiera,canottiera estiva,7,0.7272727272727273
574,gpt3.5_iter23,canottiera,canottiera in cotone,8,0.6818181818181819
575,gpt3.5_iter23,canottiera,canottiera in seta,9,0.6363636363636364
576,gpt3.5_iter23,canottiera,canottiera a righe,10,0.5909090909090908
577,gpt3.5_iter23,canottiera,canottiera a pois,11,0.5454545454545454
578,gpt3.5_iter23,canottiera,canottiera a tinta unita,12,0.5
579,gpt3.5_iter23,canottiera,canottiera con pizzo,13,0.4545454545454546
580,gpt3.5_iter23,canottiera,canottiera con spalline sottili,14,0.40909090909090906
581,gpt3.5_iter23,canottiera,canottiera con spalline larghe,15,0.36363636363636365
582,gpt3.5_iter23,canottiera,canottiera con scollo a v,16,0.31818181818181823
583,gpt3.5_iter23,canottiera,canottiera con scollo rotondo,17,0.2727272727272727
584,gpt3.5_iter23,canottiera,canottiera con scollo a barca,18,0.2272727272727273
585,gpt3.5_iter23,canottiera,canottiera con stampa,19,0.18181818181818177
586,gpt3.5_iter23,canottiera,canottiera senza maniche,20,0.13636363636363635
587,gpt3.5_iter23,canottiera,canottiera con maniche corte,21,0.09090909090909094
588,gpt3.5_iter23,canottiera,canottiera con maniche lunghe,22,0.045454545454545414
589,gpt3.5_iter24,capello,spazzola,1,1.0
590,gpt3.5_iter24,capello,pettine,2,0.9714285714285714
591,gpt3.5_iter24,capello,forbice,3,0.9428571428571428
592,gpt3.5_iter24,capello,phon,4,0.9142857142857143
593,gpt3.5_iter24,capello,piastra per capelli,5,0.8857142857142857
594,gpt3.5_iter24,capello,ferro arricciacapelli,6,0.8571428571428572
595,gpt3.5_iter24,capello,elastico,7,0.8285714285714285
596,gpt3.5_iter24,capello,mollettine,8,0.8
597,gpt3.5_iter24,capello,cerchietto,9,0.7714285714285715
598,gpt3.5_iter24,capello,fascia per capelli,10,0.7428571428571429
599,gpt3.5_iter24,capello,spilla per capelli,11,0.7142857142857143
600,gpt3.5_iter24,capello,shampoo,12,0.6857142857142857
601,gpt3.5_iter24,capello,balsamo,13,0.6571428571428571
602,gpt3.5_iter24,capello,maschera per capelli,14,0.6285714285714286
603,gpt3.5_iter24,capello,gel per capelli,15,0.6
604,gpt3.5_iter24,capello,lacca per capelli,16,0.5714285714285714
605,gpt3.5_iter24,capello,spuma per capelli,17,0.5428571428571429
606,gpt3.5_iter24,capello,olio per capelli,18,0.5142857142857142
607,gpt3.5_iter24,capello,spazzolino per capelli,19,0.48571428571428577
608,gpt3.5_iter24,capello,pettine a denti larghi,20,0.4571428571428572
609,gpt3.5_iter24,capello,pettine a denti stretti,21,0.4285714285714286
610,gpt3.5_iter24,capello,spazzola tonda,22,0.4
611,gpt3.5_iter24,capello,spazzola piatta,23,0.37142857142857144
612,gpt3.5_iter24,capello,spazzola per capelli ricci,24,0.34285714285714286
613,gpt3.5_iter24,capello,spazzola per capelli lisci,25,0.3142857142857143
614,gpt3.5_iter24,capello,spazzola per capelli crespi,26,0.2857142857142857
615,gpt3.5_iter24,capello,spazzola per capelli fini,27,0.2571428571428571
616,gpt3.5_iter24,capello,spazzola per capelli spessi,28,0.22857142857142854
617,gpt3.5_iter24,capello,spazzola per capelli lunghi,29,0.19999999999999996
618,gpt3.5_iter24,capello,spazzola per capelli corti,30,0.17142857142857137
619,gpt3.5_iter24,capello,spazzola per capelli secchi,31,0.1428571428571429
620,gpt3.5_iter24,capello,spazzola per capelli bagnati,32,0.11428571428571432
621,gpt3.5_iter24,capello,spazzola per capelli colorati,33,0.08571428571428574
622,gpt3.5_iter24,capello,spazzola per capelli naturali,34,0.05714285714285716
623,gpt3.5_iter24,capello,spazzola per capelli sintetici,35,0.02857142857142858
624,gpt3.5_iter25,cappello,berretto,1,1.0
625,gpt3.5_iter25,cappello,cappello a cilindro,2,0.9583333333333334
626,gpt3.5_iter25,cappello,cappello da cowboy,3,0.9166666666666666
627,gpt3.5_iter25,cappello,cappello da pescatore,4,0.875
628,gpt3.5_iter25,cappello,cappello da baseball,5,0.8333333333333334
629,gpt3.5_iter25,cappello,cappello da chef,6,0.7916666666666666
630,gpt3.5_iter25,cappello,cappello da poliziotto,7,0.75
631,gpt3.5_iter25,cappello,cappello da marinaio,8,0.7083333333333333
632,gpt3.5_iter25,cappello,cappello da strega,9,0.6666666666666667
633,gpt3.5_iter25,cappello,cappello da mago,10,0.625
634,gpt3.5_iter25,cappello,cappello da festa,11,0.5833333333333333
636,gpt3.5_iter25,cappello,cappello da pagliaccio,13,0.5
637,gpt3.5_iter25,cappello,cappello da babbo natale,14,0.45833333333333337
638,gpt3.5_iter25,cappello,cappello da giardiniere,15,0.41666666666666663
648,gpt3.5_iter26,cappotto,cappotto di lana,1,1.0
649,gpt3.5_iter26,cappotto,cappotto di pelle,2,0.9523809523809523
650,gpt3.5_iter26,cappotto,cappotto a doppio petto,3,0.9047619047619048
651,gpt3.5_iter26,cappotto,cappotto a campana,4,0.8571428571428572
652,gpt3.5_iter26,cappotto,cappotto a trench,5,0.8095238095238095
653,gpt3.5_iter26,cappotto,cappotto oversize,6,0.7619047619047619
654,gpt3.5_iter26,cappotto,cappotto a collo alto,7,0.7142857142857143
655,gpt3.5_iter26,cappotto,cappotto a scacchi,8,0.6666666666666667
656,gpt3.5_iter26,cappotto,cappotto a pois,9,0.6190476190476191
657,gpt3.5_iter26,cappotto,cappotto a quadri,10,0.5714285714285714
658,gpt3.5_iter26,cappotto,cappotto a righe,11,0.5238095238095238
659,gpt3.5_iter26,cappotto,cappotto a tinta unita,12,0.47619047619047616
660,gpt3.5_iter26,cappotto,cappotto corto,13,0.4285714285714286
661,gpt3.5_iter26,cappotto,cappotto lungo,14,0.38095238095238093
662,gpt3.5_iter26,cappotto,cappotto con cappuccio,15,0.33333333333333337
663,gpt3.5_iter26,cappotto,cappotto senza bottoni,16,0.2857142857142857
664,gpt3.5_iter26,cappotto,cappotto con cintura,17,0.23809523809523814
665,gpt3.5_iter26,cappotto,cappotto con zip,18,0.19047619047619047
666,gpt3.5_iter26,cappotto,cappotto con pelliccia,19,0.1428571428571429
667,gpt3.5_iter26,cappotto,cappotto con collo di pelliccia,20,0.09523809523809523
668,gpt3.5_iter26,cappotto,cappotto con collo di pelliccia staccabile,21,0.04761904761904767
669,gpt3.5_iter27,carne,manzo,1,1.0
670,gpt3.5_iter27,carne,maiale,2,0.9
671,gpt3.5_iter27,carne,pollo,3,0.8
672,gpt3.5_iter27,carne,agnello,4,0.7
673,gpt3.5_iter27,carne,tacchino,5,0.6
674,gpt3.5_iter27,carne,vitello,6,0.5
675,gpt3.5_iter27,carne,coniglio,7,0.4
676,gpt3.5_iter27,carne,anatra,8,0.30000000000000004
677,gpt3.5_iter27,carne,cinghiale,9,0.19999999999999996
678,gpt3.5_iter27,carne,cavallo,10,0.09999999999999998
679,gpt3.5_iter28,carrozza,carrozza a cavalli,1,1.0
680,gpt3.5_iter28,carrozza,carrozza trainata da locomotiva,2,0.9
681,gpt3.5_iter28,carrozza,carrozza ferroviaria,3,0.8
682,gpt3.5_iter28,carrozza,carrozza di lusso,4,0.7
683,gpt3.5_iter28,carrozza,carrozza da cerimonia,5,0.6
684,gpt3.5_iter28,carrozza,carrozza da trasporto,6,0.5
685,gpt3.5_iter28,carrozza,carrozza da turismo,7,0.4
686,gpt3.5_iter28,carrozza,carrozza da guerra,8,0.30000000000000004
687,gpt3.5_iter28,carrozza,carrozza funebre,9,0.19999999999999996
688,gpt3.5_iter28,carrozza,carrozza da circo,10,0.09999999999999998
689,gpt3.5_iter29,carte,mazzo di carte da gioco,1,1.0
690,gpt3.5_iter29,carte,carte da poker,2,0.9836065573770492
691,gpt3.5_iter29,carte,carte da bridge,3,0.9672131147540983
692,gpt3.5_iter29,carte,carte da tarocchi,4,0.9508196721311475
693,gpt3.5_iter29,carte,carte da scopa,5,0.9344262295081968
694,gpt3.5_iter29,carte,carte da solitario,6,0.9180327868852459
695,gpt3.5_iter29,carte,carte da burraco,7,0.9016393442622951
696,gpt3.5_iter29,carte,carte da uno,8,0.8852459016393442
697,gpt3.5_iter29,carte,carte da memoria,9,0.8688524590163934
698,gpt3.5_iter29,carte,carte da collezione,10,0.8524590163934427
699,gpt3.5_iter29,carte,carte da magia,11,0.8360655737704918
701,gpt3.5_iter29,carte,carte da geografia,13,0.8032786885245902
702,gpt3.5_iter29,carte,carte da quiz,14,0.7868852459016393
749,gpt3.5_iter29,carte,carte da,61,0.016393442622950838
750,gpt3.5_iter30,cassettiera,alta,1,1.0
751,gpt3.5_iter30,cassettiera,bassa,2,0.9
752,gpt3.5_iter30,cassettiera,a 3 cassetti,3,0.8
753,gpt3.5_iter30,cassettiera,a 5 cassetti,4,0.7
754,gpt3.5_iter30,cassettiera,a specchio,5,0.6
755,gpt3.5_iter30,cassettiera,in legno,6,0.5
756,gpt3.5_iter30,cassettiera,in plastica,7,0.4
757,gpt3.5_iter30,cassettiera,con maniglie in metallo,8,0.30000000000000004
758,gpt3.5_iter30,cassettiera,con ruote,9,0.19999999999999996
759,gpt3.5_iter30,cassettiera,con ripiani interni,10,0.09999999999999998
760,gpt3.5_iter31,cavallo,purosangue,1,1.0
761,gpt3.5_iter31,cavallo,pony,2,0.9777777777777777
762,gpt3.5_iter31,cavallo,destriero,3,0.9555555555555556
763,gpt3.5_iter31,cavallo,quarter horse,4,0.9333333333333333
764,gpt3.5_iter31,cavallo,mustang,5,0.9111111111111111
765,gpt3.5_iter31,cavallo,cavallo da tiro,6,0.8888888888888888
766,gpt3.5_iter31,cavallo,cavallo da sella,7,0.8666666666666667
767,gpt3.5_iter31,cavallo,cavallo da corsa,8,0.8444444444444444
768,gpt3.5_iter31,cavallo,cavallo da salto,9,0.8222222222222222
769,gpt3.5_iter31,cavallo,cavallo da dressage,10,0.8
770,gpt3.5_iter31,cavallo,cavallo da endurance,11,0.7777777777777778
771,gpt3.5_iter31,cavallo,cavallo da polo,12,0.7555555555555555
772,gpt3.5_iter31,cavallo,cavallo da carosello,13,0.7333333333333334
773,gpt3.5_iter31,cavallo,cavallo da rodeo,14,0.7111111111111111
774,gpt3.5_iter31,cavallo,cavallo da lavoro,15,0.6888888888888889
775,gpt3.5_iter31,cavallo,cavallo da passeggio,16,0.6666666666666667
776,gpt3.5_iter31,cavallo,cavallo da monta,17,0.6444444444444444
777,gpt3.5_iter31,cavallo,cavallo da circo,18,0.6222222222222222
778,gpt3.5_iter31,cavallo,cavallo da spettacolo,19,0.6
779,gpt3.5_iter31,cavallo,cavallo da therapy,20,0.5777777777777777
780,gpt3.5_iter31,cavallo,cavallo da pony games,21,0.5555555555555556
781,gpt3.5_iter31,cavallo,cavallo da trekking,22,0.5333333333333333
782,gpt3.5_iter31,cavallo,cavallo da equitazione naturale,23,0.5111111111111111
783,gpt3.5_iter31,cavallo,cavallo da voltige,24,0.48888888888888893
784,gpt3.5_iter31,cavallo,cavallo da barrel racing,25,0.4666666666666667
785,gpt3.5_iter31,cavallo,cavallo da cutting,26,0.4444444444444444
786,gpt3.5_iter31,cavallo,cavallo da reining,27,0.4222222222222223
787,gpt3.5_iter31,cavallo,cavallo da trail,28,0.4
804,gpt3.5_iter31,cavallo,cavallo,45,0.022222222222222254
805,gpt3.5_iter32,cd,cd audio,1,1.0
806,gpt3.5_iter32,cd,cd-rom,2,0.95
807,gpt3.5_iter32,cd,cd-r,3,0.9
808,gpt3.5_iter32,cd,cd-rw,4,0.85
809,gpt3.5_iter32,cd,cd-mp3,5,0.8
810,gpt3.5_iter32,cd,cd video,6,0.75
811,gpt3.5_iter32,cd,cd dati,7,0.7
812,gpt3.5_iter32,cd,cd masterizzabile,8,0.65
813,gpt3.5_iter32,cd,cd vergine,9,0.6
814,gpt3.5_iter32,cd,cd riscrivibile,10,0.55
815,gpt3.5_iter32,cd,cd multisessione,11,0.5
816,gpt3.5_iter32,cd,cd a doppio strato,12,0.44999999999999996
817,gpt3.5_iter32,cd,cd a triplo strato,13,0.4
818,gpt3.5_iter32,cd,cd a quattro strati,14,0.35
819,gpt3.5_iter32,cd,cd a cinque strati,15,0.30000000000000004
820,gpt3.5_iter32,cd,cd a sei strati,16,0.25
821,gpt3.5_iter32,cd,cd a sette strati,17,0.19999999999999996
822,gpt3.5_iter32,cd,cd a otto strati,18,0.15000000000000002
823,gpt3.5_iter32,cd,cd a nove strati,19,0.09999999999999998
824,gpt3.5_iter32,cd,cd a dieci strati,20,0.050000000000000044
825,gpt3.5_iter33,centrotavola,fiori,1,1.0
826,gpt3.5_iter33,centrotavola,candele,2,0.9090909090909091
827,gpt3.5_iter33,centrotavola,frutta,3,0.8181818181818181
828,gpt3.5_iter33,centrotavola,piante,4,0.7272727272727273
829,gpt3.5_iter33,centrotavola,vasi,5,0.6363636363636364
830,gpt3.5_iter33,centrotavola,candelabri,6,0.5454545454545454
831,gpt3.5_iter33,centrotavola,pietre decorative,7,0.4545454545454546
832,gpt3.5_iter33,centrotavola,conchiglie,8,0.36363636363636365
833,gpt3.5_iter33,centrotavola,legno intagliato,9,0.2727272727272727
834,gpt3.5_iter33,centrotavola,cristalli,10,0.18181818181818177
835,gpt3.5_iter33,centrotavola,luci led,11,0.09090909090909094
836,gpt3.5_iter34,cereale,riso,1,1.0
837,gpt3.5_iter34,cereale,grano,2,0.9
838,gpt3.5_iter34,cereale,mais,3,0.8
839,gpt3.5_iter34,cereale,avena,4,0.7
840,gpt3.5_iter34,cereale,segale,5,0.6
841,gpt3.5_iter34,cereale,orzo,6,0.5
842,gpt3.5_iter34,cereale,farro,7,0.4
843,gpt3.5_iter34,cereale,quinoa,8,0.30000000000000004
844,gpt3.5_iter34,cereale,miglio,9,0.19999999999999996
845,gpt3.5_iter34,cereale,kamut,10,0.09999999999999998
846,gpt3.5_iter35,cervello,cervello umano,1,1.0
847,gpt3.5_iter35,cervello,cervello animale,2,0.9285714285714286
848,gpt3.5_iter35,cervello,cervello artificiale,3,0.8571428571428572
849,gpt3.5_iter35,cervello,cervello sintetico,4,0.7857142857142857
850,gpt3.5_iter35,cervello,cervello di scimmia,5,0.7142857142857143
851,gpt3.5_iter35,cervello,cervello di topo,6,0.6428571428571428
852,gpt3.5_iter35,cervello,cervello di pesce,7,0.5714285714285714
853,gpt3.5_iter35,cervello,cervello di uccello,8,0.5
854,gpt3.5_iter35,cervello,cervello di insetto,9,0.4285714285714286
855,gpt3.5_iter35,cervello,cervello di cetaceo,10,0.3571428571428571
856,gpt3.5_iter35,cervello,cervello di rettile,11,0.2857142857142857
857,gpt3.5_iter35,cervello,cervello di mollusco,12,0.2142857142857143
858,gpt3.5_iter35,cervello,cervello di invertebrato,13,0.1428571428571429
859,gpt3.5_iter35,cervello,cervello di robot,14,0.0714285714285714
860,gpt3.5_iter36,chitarra,acustica,1,1.0
861,gpt3.5_iter36,chitarra,elettrica,2,0.9375
862,gpt3.5_iter36,chitarra,classica,3,0.875
863,gpt3.5_iter36,chitarra,folk,4,0.8125
864,gpt3.5_iter36,chitarra,jazz,5,0.75
865,gpt3.5_iter36,chitarra,rock,6,0.6875
866,gpt3.5_iter36,chitarra,basso,7,0.625
867,gpt3.5_iter36,chitarra,ukulele,8,0.5625
868,gpt3.5_iter36,chitarra,flamenco,9,0.5
869,gpt3.5_iter36,chitarra,slide,10,0.4375
870,gpt3.5_iter36,chitarra,12 corde,11,0.375
871,gpt3.5_iter36,chitarra,semi-acustica,12,0.3125
872,gpt3.5_iter36,chitarra,archtop,13,0.25
873,gpt3.5_iter36,chitarra,resonator,14,0.1875
874,gpt3.5_iter36,chitarra,baritono,15,0.125
875,gpt3.5_iter36,chitarra,banjo,16,0.0625
876,gpt3.5_iter37,ciclamino,ciclamino persicum,1,1.0
