category,concept,human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
body parts,schiena,schiena curva,dorso,schiena curva,colonna vertebrale,vertebre,schiena di una montagna,toracica,schiena di vetro,,schiena vertebra,ossa
body parts,schiena,schiena scoliotica,schiena curva,schiena di cavallo,vertebre,midollo spinale,schiena di una colonna,dorsale superiore,schiena di un uomo,,schiena a collo,pavimento
body parts,schiena,schiena storta,dorsale,schiena larga,petto,nervi spinali,schiena di una sedia,dorsale alta,schiena di pesce,,articolazioni,soffitto
clothes,sciarpa,sciarpa di lana,scialle,sciarpa da sci,cappuccio,sciarpa di cashmere,sciarpa a vento,sciarpa di seta,sciarpa lunga,sciarpa di lana,bianca,sciarpa in seta
clothes,sciarpa,scaldacollo,sciarpa di lana,sciarpa da motociclista,cappello,sciarpa di lana,sciarpa tubolare,sciarpa di lana,sciarpa di lana,sciarpa di seta,sciarpa in seta,sciarpa in cotone
clothes,sciarpa,foulard,foulard,sciarpa di lana,guanti,sciarpa tubolare,sciarpa a cuffie,sciarpa di cotone,sciarpa a vento,capello,sciarpa bianca,sciarpa in lino
clothes,sciarpa,scialle,sciarpa di seta,sciarpa di seta,sciarpa di cotone,sciarpa pashmina,sciarpa a tubo,sciarpa di cashmere,sciarpa corta,sciarpa lunga,blu,sciarpa in poliestere
clothes,sciarpa,sciarpa lunga,sciarpa di cotone,sciarpa da calcio,sciarpa di lana,sciarpa invernale,sciarpa lana,sciarpa di cotone a righe,sciarpa di poliestere,scarpe,nera,sciarpa in cashmere
animals,scimmia,scimpanzè,gorilla,scimpanzé,capuchino,scimpanzé,gibbon,babbuino,gorilla,gorilla,babbuino,scimpanzé
animals,scimmia,gorilla,tamarino,gorilla,mandrillo,saki,macaco,gorilla,macaco,orangutano,gorilla,orangutan
animals,scimmia,orango,scimpanzé,mandrillo,scimpanzé,capuccino,siamang,orangutan,bonobo,bonobo,orangutan,scimpanzè
animals,scimmia,babbuino,babbuino,orango,gorilla,macaco,gorilla,gibbone,scimmia comune,babbuino,gibbon,gorilla
animals,scimmia,macaco,uistitì,gibbon,capuchin,tamarino,bonobo,scimpanzé,scimpanzé,gibbon,chimpanzee,babbuino
kitchenware,scolapasta,scolapasta di plastica,scolapasta elettrico,scolapasta in acciaio,cucchiaio,scolapasta in acciaio inossidabile,spaghetti,scolapasta in acciaio inossidabile,penna,,barilla,scolapasta metallica
kitchenware,scolapasta,scolapasta di acciaio,,scolapasta elettrico,coltello,scolapasta da viaggio,spumeggiante,scolapasta in plastica,pennello,,de cecco,scolapasta da pane
kitchenware,scolapasta,scolapasta di metallo,,scolapasta in inox,macchina da cucina,scolapasta pieghevole,scarpetta,scolapasta in silicone,carta da scrivere,,rigatoni,scolapasta in ceramica
kitchenware,scolapasta,scolapasta con manico,,scolapasta in alluminio,forchetta,scolapasta in silicone,linguine,scolapasta pieghevole,matita,,ziti,scolapasta in plastica
kitchenware,scolapasta,scolapasta di silicone,,,cucchiaio da pasta,scolapasta in plastica,pappardelle,scolapasta quadrato,alfabeto,,penne,
stationery,scolorina,scolorina a nastro,,cipria,vernice,candeggina,tintura,smalto,docente,gomma da masticare,scolarina,bicchiere
stationery,scolorina,scolorina liquida,,calvizie,rosso,sapone per bucato,acquerello,colorante alimentare,scuola,stetoscopio,calcolatrice,cassette
stationery,scolorina,scolorina a penna,,tinta capelli,verniciatura,decolorante,tinta a olio,smalto per unghie,anziani,microscopio,saggia,bicchierino
stationery,scolorina,bianchetto,,eyel,tintura,sbiancante per capelli,vernice acrilica,acrilica,aeroplano,gom,stilografo,contenitore
stationery,scolorina,scolorina a pennello,,canizie precoce,colorante alimentare,cloro,vernice,vernice per unghie,borsa scolastica,pettiniera,compasso,tazza
vehicles,scooter,scooter 50,ape,vespa,scooter a due ruote,scooter elettrico,scooter a due ruote,scooter a pedali,vespa,vespa,vespa,
vehicles,scooter,scooter elettrico,scooter elettrico,scooter elettrico,scooter elettrico,scooter da neve,scooter da calcio,scooter a benzina,scooter a motore,lambretta,scooter elettrico,
vehicles,scooter,vespa,a pedali,scooter da corsa,scooter a motore,scooter da cross,scooter da corsa,scooter elettrico,scooter elettrico,piaggio,motoscooter,
vehicles,scooter,scooter 125,scooter a pedali,scooter da strada,scooter a tre ruote,scooter per disabili,scooter elettrico,scooter a tre ruote,scooter a pedali,moto guzzi,piaggio,
vehicles,scooter,motorino,vespa,bmx,scooter a quattro ruote,scooter sharing,scooter a tre ruote,scooter da corsa,lambretta,aprilia,electric scooter,
furniture,scrivania,scrivania di legno,scrivania angolare,scrivania da ufficio,cassettiera,scrivania da ufficio,scrivania tradizionale,scrivania da ufficio,tavolo di lavoro,sedia,tavolo,tavolo
furniture,scrivania,scrivania da ufficio,scrivania per computer,scrivania da studio,tavolo da lavoro,scrivania per computer,scrivania da studio,scrivania per ufficio,tavolo da scrivere,tavolo da lavoro,scrivania mobile,tavolo da lavoro
furniture,scrivania,scrivania angolare,*scrivania angolare*,scrivania da cucina,scrivania portatile,scrivania con cassetti,scrivania da cucina,scrivania per bambini,scrivania in vetro,scrivere,tavolino,tavolo da studio
furniture,scrivania,scrittoio,scrittoio,scrivania per bambini,scrivania a rotelle,scrivania in stile moderno,scrivania rettangolare,scrivania con cassetti,banco da lavoro,poltrona,tavolo da lavoro,cassapanca
furniture,scrivania,scrivania di vetro,scrivania con cassetti,scrivania per computer,scrivania da ufficio,scrivania in stile industriale,scrivania da ufficio,scrivania con piano in legno,cartapestaio,tavolo di lavoro,tavolo da pranzo,scrigno
furniture,sedia,sedia a dondolo,poltrona,sedia da giardino,sedia a rotelle,sedia da ufficio,sedia a rotelle,sedia da ufficio,sedia a rotelle,poltrona,sedia per ufficio,sedia da tavola
furniture,sedia,sedia di legno,sedia a dondolo,sedia da ufficio,poltrona,sedia per bambini,sedia da giardino,sedia da gaming,poltrona,sedia a rotelle,seduta,sedia a rotelle
furniture,sedia,sedia pieghevole,sedia a rotelle,sedia da cucina,sedia a sdraio,sedia a dondolo,sedia da cucina,sedia a rotelle,sedia a ruote,sedia a quattro zampe,sedia da pranzo,cattedra
furniture,sedia,sedia di plastica,sgabello,sedia da spiaggia,sedia a gambe,sedia da giardino,sedia da tavola,sedia da regista,sedia a quattro zampe,sedia da lavoro,sedia normale,sedia per la cucina
furniture,sedia,sedia da ufficio,sedia pieghevole,sedia da bagno,divano,sedia pieghevole,sedia da pranzo,sedia pieghevole,sedia a sbalzo,sedia da salotto,sedia a sedere,cofano
animals,serpente,serpente a sonagli,boa,cobra,vipera,cobra,anaconda,serpente velenoso,cobra,cobra,vipera,corallo
animals,serpente,cobra,cobra,boa,cobra,boa constrictor,python,serpente a sonagli,anaconda,python,cobra,serpente rettile
animals,serpente,vipera,vipera,serpente a sonagli,serpente marino,anaconda,boa,serpente non velenoso,vipera,serpente reale,boa,cervello
animals,serpente,biscia,serpente corallo,vipera,serpente alato,vipera,vipera,serpente marino,python,anaconda,culebra,mascella
animals,serpente,boa,anaconda,pitone,adder,pitone,cobra,boa,iguana,vipera,serpente di diamante,occhi
clothes,slip,perizoma,slip da donna,slip da donna,guanti da sci,slip da donna,slip da notte,slip da uomo,calzino,pantaloni,slip-on,calze
clothes,slip,tanga,boxer,slip da uomo,calzatura,slip termici,slip intimo,slip con vita alta,guanti,calze,fusto,slip-in
clothes,slip,slip brasiliana,slip da uomo,slip da bagno,slip da piscina,slip di pizzo,slip in seta,slip con vita bassa,calzolino,pantaloncini,slipping,bikini
clothes,slip,boxer,mutande,slip da sport,grembiule,slip di cotone,slip elastico,slip di pizzo,scarpe da ginnastica,pantaloni corti,guanti,pantyhose
clothes,slip,culotte,mutandine,slip da nuoto,guanti da neve,slip igienici,slip da piscina,slip da donna,borsa,pantaloni lungi,scarpette,tights
housing buildings,soffitto,soffitto alto,a cassettoni,soffitto a volta,soffitto in legno,soffitto in gesso,soffitto piano,soffitto a volta,soffitto ligneo,soffitto ligneo,soffitto in legno,soffitto a tetto
housing buildings,soffitto,soffitto a cupola,a botte,soffitto a cassetta,soffitto a volta,soffitto a volta,soffitto a cassettoni,soffitto a cassettoni,soffitto in alluminio,soffitto semplice,soffitto a cassetto,tetto
housing buildings,soffitto,soffitto di legno,controsoffitto,soffitto a travi,soffitto a pavimento,soffitto in legno,soffitto in legno,soffitto sospeso,soffitto in legno,architrave,cassette,soffitto di legno
housing buildings,soffitto,controsoffitto,a padiglione,soffitto a travetti,soffitto in stucco,soffitto in vetro,soffitto in alluminio,soffitto in legno,sala di studio,pavimento,soffitto a tetto,soffitto a pavimento
housing buildings,soffitto,soffitto a volta,piano,soffitto in metallo,soffitto in vetro,soffitto piatto,soffitto a vela,soffitto in cartongesso,soffitta,parete,soffitto in cemento,soffitto cassettonato
housing buildings,soggiorno,soggiorno open space,salotto,divano,divano,living,living room,divano,hotel,couch,hotel,soffa
housing buildings,soggiorno,soggiorno salotto,tinello,tv,tv,open space,sala da pranzo,tappeto,bed and breakfast,coffee table,motel,sala
body parts,spalla,spalla umana,spalla a sbalzo,spalla di maiale,spalla di animale,spalla congelata,spalla destra,spalla umana,capo,spallino,spalla rosa,borsa
body parts,spalla,spalla destra,spalla a bretella,spalla di pollo,spalla anteriore,spalla sporgente,spalla sinistra,spalla destra,spallina,spalla di carne,soggiorno,frullatore
body parts,spalla,spalla animale,spalla a botte,spalla di cavallo,spalla sinistra,spalla con tendinite,spalla anteriore,spalla di montone,borsa,giacca,spalla per bimbo,spalla alta
body parts,spalla,spalla larga,spalla a spigolo,spalla di agnello,spalla umana,spalla lussata,spalla posteriore,spalla di una chitarra,spalliera,uomo,spalla bassa,vestitino
body parts,spalla,spalla sinistra,spalla a kimono,spalla di bue,spalla posteriore,spalla dislocata,spalla superiore,spalla di una sedia,spallone,ragazza,sponge bob,aspirapolvere
furnishings/fittings,specchio,specchio da parete,specchio da parete,specchio a muro,specchio da parete,specchio da trucco,specchio a cavalletto,specchio da parete,mirrore,mirrore,specchio ad angolo,specchio ad angolo
furnishings/fittings,specchio,specchio rotondo,specchio da terra,specchio da bagno,specchio a muro,specchio da tavolo,specchio concavo,specchio da tasca,specchio di legno,specchio di legno,specchio da bagno,specchio riflettore
furnishings/fittings,specchio,specchio portatile,specchio da toeletta,specchio da parete,specchio a parete,specchio da parete,specchio oscillante,specchio da bagno,specchiolo,mirror,specchio a muro,
furnishings/fittings,specchio,specchio da bagno,specchio da soffitto,specchio a mano,specchio portatile,specchio concavo,specchio a prisma,specchio da trucco,specchio ad angolo,specchio di metallo,specchio per donna,
furnishings/fittings,specchio,specchio retrovisore,specchio a figura intera,specchio da toeletta,specchio da bagno,specchio retrovisore,specchio a tre facce,specchio con cornice,specchio di vetro,specchio di cristallo,specchio a parabola,
stationery,spillatrice,spillatrice tascabile,spillatrice automatica,spillatrice a batteria,lavatrice,spillatrice portatile,spillatrice elettrica,spillatrice manuale,lavastoviglie,spillatrice elettrica,spillatrice a batteria,stapler
stationery,spillatrice,spillatrice manuale,spillatrice manuale,pistola spray,lavastoviglie,spillatrice professionale,spillatrice manuale,spillatrice professionale,tazza,sartoria,*spillatrice*,stilografo
clothes,t-shirt,t-shirt a maniche corte,polo,polo,polo,t-shirt a maniche corte,t-shirt a collo rotondo,t-shirt a manica corta,t-shirt bianca,t-shirt nero,polo,t-shirt 2
clothes,t-shirt,t-shirt a maniche lunghe,canotta,camicia,maglia,t-shirt termica,t-shirt classico,t-shirt senza maniche,t-shirt unisex,t-shirt grigio,camisole,t-shirt a maniche corte
clothes,t-shirt,t-shirt con scollo a v,maglietta,maglietta a maniche lunghe,maglia a maniche corte,t-shirt da lavoro,t-shirt a maniche lunghe,t-shirt a maniche corte,t-shirt classica,t-shirt con maniche corte,t-shirt a stelle,t-shirt bianco
clothes,t-shirt,t-shirt bianca,maglietta a maniche lunghe,maglietta,camicia,t-shirt da notte,t-shirt a righe,t-shirt con cappuccio,polo,t-shirt bianco,t-shirt con cappuccio,t-shirt a maniche lunghe
clothes,t-shirt,t-shirt colorata,camicia,maglietta a maniche corte,camisola,t-shirt bianca,t-shirt a strisce,t-shirt con tasche,t-shirt a maniche lunghe,t-shirt rosa,t-shirt a maniche lunghe,t-shirt 3
stationery,taccuino,taccuino a righe,quaderno,taccuino di appunti,diario,taccuino a spirale,diario,taccuino a spirale,pennarello,laptop,diario,notebook
stationery,taccuino,taccuino in pelle,agenda,taccuino personale,quaderno,taccuino di carta,quaderno,taccuino da disegno,telefono,notebook,libro,diario
stationery,taccuino,taccuino a quadretti,diario,taccuino di viaggio,taccuino di viaggio,taccuino rilegato,taccuino di leonardo da vinci,taccuino a quadretti,patch panel,tablet,notebook,tablet
stationery,taccuino,agenda,quaderno a quadretti,taccuino di disegno,cartaceo,taccuino da viaggio,diario di bordo,taccuino con copertina rigida,ponte,netbook,taccuino pieno,smartphone
stationery,taccuino,block notes,quaderno a righe,diario,taccuino di cucina,taccuino per appunti,diario intimo,taccuino a righe,controller,ultrabook,blocco,laptop
kitchenware,tagliere,tagliere in legno,tagliere in legno,tagliere da cucina,tagliere di legno,tagliere in legno,tagliere da tavolo,tagliere in legno,tagliere a mano,coltello,tagliere da cucina,tagliere da cucina
kitchenware,tagliere,tagliere in plastica,tagliere da carne,tagliere da lavoro,piatto,tagliere di legno,tagliere da tavola,tagliere per carne,tagliere per carne,tagliere manuale,bellezza,tagliere per carne
kitchenware,tagliere,tagliere per salumi,tagliere da formaggio,tagliere da pane,tagliere da cucina,tagliere pieghevole,tagliere da carne,tagliere in acciaio inossidabile,tagliere per cucina,tagliere a rotelle,carne,tagliere per frutta
kitchenware,tagliere,tagliere in acciaio,tagliere in marmo,tagliere da formaggi,tagliere di vetro,tagliere di bambù,tagliere da pane,tagliere per verdure,tagli,,cucina,tagliere per verdure
kitchenware,tagliere,tagliere piccolo,tagliere da pane,tagliere da bar,tagliere di plastica,tagliere da banco,tagliere da cucina,tagliere da cucina,,,fruita,tagliere per pane
furnishings/fittings,tappeto,tappeto persiano,tappeto persiano,tappeto da bagno,tappeto da giardino,tappeto persiano,tappeto persiano,tappeto persiano,tappeto da bagno,tappeto persiano,carpet,tappeto orientale
furnishings/fittings,tappeto,tappeto da bagno,tappeto tibetano,tappeto persiano,tappeto da salotto,tappeto moderno,tappeto orientale,tappeto orientale,ruggine,tappeto orientale,rug,orientale
furnishings/fittings,tappeto,tappeto turco,tappeto cinese,tappeto da cucina,tappetino,tappeto shag,tappeto di lana,tappeto turco,tappeto da letto,tappetino,tappeto da bagno,tappeto di pelle
furnishings/fittings,tappeto,tappetino,tappeto berbero,tappeto da salotto,tappeto da bagno,tappeto runner,tappeto di cotone,tappeto afghano,tappetino,tappeto di legno,oriental rug,tappeto persiano
furnishings/fittings,tappeto,tappeto zerbino,tappeto kilim,tappeto da camera da letto,tappeto da cucina,tappeto da preghiera,tappeto indiano,tappeto kilim,tappetone,tappeto di lana,floor mat,tappeto caucasico
furniture,tavolo,tavolo di legno,tavolo da cucina,tavolo da pranzo,tavolo da pranzo,tavolo da pranzo,tavolo da pranzo,tavolo da pranzo,tavolo da pranzo,tavolo da lavoro,tavolo da cucina,tavolo da cucina
furniture,tavolo,tavolo da cucina,da cucina,tavolo da bar,tavolo da cucina,tavolo da salotto,tavolo da gioco,tavolo da cucina,tavolo da cena,tavolo da cena,tavolo da pranzo,tavolo da pranzo
furniture,tavolo,tavolo rotondo,tavolo da lavoro,tavolo da giardino,tavolo da gioco,tavolo da giardino,tavolo da cucina,tavolo da gioco,tavolo in legno,tavolo con vasi di fiori,tavolo da lavoro,tavolo da lavoro
furniture,tavolo,tavolo allungabile,tavolo da notte,tavolo da biliardo,tavolo da scrivania,tavolo da conferenza,tavolo da poker,tavolo da giardino,tavolo in metallo,tavolo da pranzo,tavolo da cena,tavolo da cena
furniture,tavolo,tavolo da lavoro,tavolo da ping-pong,tavolo da cucina,tavolo da lavoro,tavolo da caffè,tavolo da cena,tavolo da biliardo,tavolo da gioco,tavolo da sala,tavola,tavolo da gioco
kitchenware,teglia,teglia da forno,teglia per pizza,teglia per pizza,teglia per pizza,teglia da forno,teglia da forno,teglia per biscotti,teglia di ceramica,teglia da forno,capello,teglia da forno
kitchenware,teglia,teglia rotonda,teglia per plumcake,teglia di cottura,teglia per biscotti,teglia per muffin,teglia da pizza,teglia per pizza,piattaforma,teglia di porcellana,tessuto,piatto
kitchenware,teglia,teglia rettangolare,teglia per crostate,teglia per dolci,teglia per dolci,teglia per lasagne,teglia da gratin,teglia per brownie,teglia per pizza,teglia a forma,capelli,teglia per forno
kitchenware,teglia,pirofila,teglia per torte,teglia per focaccia,teglia da forno,teglia per torte,teglia da lasagna,teglia da forno,teglia da forno,teglia per lasagna,capelli corti,tazza
kitchenware,teglia,teglia per pizze,teglia per muffin,teglia di legno,teglia per focaccia,teglia per biscotti,teglia da focaccia,teglia per muffin,teglia di vetro,teglia di vetro,capelli a cascata,teglia per pizza
hobbies,televisione,televisione al plasma,tv a schermo piatto,smart tv,tv a schermo piatto,televisore al plasma,televisione a tubo catodico,smart tv,televisore,televisore,monitor,monitor
hobbies,televisione,televisione a tubo catodico,lcd,tv oled,schermo,televisione a schermo piatto,televisore a tubo catodico,tv led,monitor,antenna,tv,display
hobbies,televisione,televisione a schermo piatto,altoparlante,tv 4k,schermo led,smart tv,tv a tubo catodico,tv al plasma,televisore a schermo piatto,tubo,smart tv,schermo
hobbies,televisione,televisione led,led,tv per computer,tv 3d,televisore portatile,televisione a led,tv a schermo piatto,televisore a plasma,televisione tradizionale,tv a colori,monitor tv
hobbies,televisione,televisione 4k,oled,tv a tubo catodico,tv plasma,televisore 3d,televisore 3d,tv oled,televisore a led,schermo,tv digitale,monitor schermo
stationery,temperino,temperino singolo,temperino svizzero,temperino da cucina,candelabro,temperino da tasca,temperino da cucina,temperino a lama,cucchiaio,termometro,penne,calzature
stationery,temperino,temperino doppio,coltello a scatto,temperino per unghie,caldo,temperino a lama fissa,temperino elettrico,temperino multifunzione,scaldino,termostato,birra,telefono
stationery,temperino,temperamatite,coltello a serramanico,,cera,temperino multiuso,cucina in metallo,temperino svizzero,temperino da cucina,frullatore,bicchiere,abbigliamento
stationery,temperino,temperino elettrico,stiletto,,luce,temperino elettrico,teglia da cucina,temperino a ghigliottina,tazzina,elettrico,calzature,scarpe
stationery,temperino,temperino con contenitore,temperino a serramanico,,di legno,temperino con lama in acciaio inossidabile,panino presso,temperino manuale,tazza,termosifono,caffè americano,scarponi
furnishings/fittings,tenda,tenda da campeggio,tenda a rullo,tenda da bagno,tenda da cucina,tenda da sole,tenda da letto,tenda da campeggio,tenda da letto,tenda di tela,tenda da camping,tenda da camping
furnishings/fittings,tenda,tenda da sole,da campeggio,tenda da giardino,tenda da giardino,tenda da campeggio,tenda da campo,tenda da sole,tenda per la casa,tenda di camping,casa,tenda da camper
furnishings/fittings,tenda,tenda per finestre,tenda da campeggio,tenda da sole,tenda da camera,tenda a pergola,tenda da camping,tenda da giardino,tenda da camping,tenda per finestre,camping,tenda da campeggio
furnishings/fittings,tenda,tenda veneziana,da giardino,tenda da spiaggia,tenda da spiaggia,tenda da sole da giardino,tenda da bagno,tenda da viaggio,tenda da spiaggia,tela,tenda da spiaggia,tendone
housing buildings,terrazzo,balcone,terrazzo alla veneziana,terrazzo in pietra,pavimento,terrazzo pensile,terrazzo antico,balcone,balcone,terrazzo esterno,cemento,pavimento
housing buildings,terrazzo,terrazzo coperto,terrazzo a sbalzo,travertino,piatto,terrazzo con piante,terrazzo in marmo,terrazzo in marmo,piazza,balcone,pavimento,pianoforte
housing buildings,terrazzo,terrazzo panoramico,terrazzo pensile,marmo,pavimentazione,terrazzo a livello,terrazzo in pietra,terrazzo in cemento,cortile,terrazzo aperto,mosaico,casa
housing buildings,terrazzo,terrazzo con vista mare,terrazzo a livello,pavimento in cemento,mosaico,terrazzo con vista mare,terrazzo classico,terrazzo al piano terra,loggia,terrazzo di accesso,pavimento in cemento,cuscino
body parts,testa,testa grande,testa umana,testa di cavallo,cranio,testa umana,testa umana,testa umana,capo,capo,testa umana,cervello
body parts,testa,testa ovale,testa di moro,testa di ponte,testa di pesce,testa di cavallo,testa di colonna,testa di un essere umano,cervello,testa di persona,cervello,faccia
body parts,testa,testa rotonda,testa di ponte,testa umana,testa di cavallo,testa di pesce,testa di bottiglia,capo,testa di legno,cefalo,testa capo,cranio
body parts,testa,testa dura,testa di legno,testa di pesce,testa di legno,testa di uccello,testa di serpente,testa di statua,testa umana,fronte,testa animale,occhi
body parts,testa,testa quadrata,testa di serie,testa di leone,testa di serpente,testa di vitello,testa di martello,testa di animale,cerebro,testa umana,testa robot,naso
housing buildings,tetto,tetto spiovente,tetto a falde,tetto a capriata,tetto in legno,tetto piano,tetto in terracotta,tetto a due falde,tettoia,tettoia,tetto in legno,tetto di tegole
housing buildings,tetto,tetto piano,a doppia falda,tetto a due falde,tetto a piramide,tetto a padiglione,tetto in zinco,tetto piano,tettoia di vetro,tetto a capanna,tetto di cemento,tetto in cemento
housing buildings,tetto,tetto con tegole,tetto a quattro falde,tetto a piramide,tetto a punta,tetto a volta,tetto a falde piane,tetto a falda,tettoia di legno,pavimento,tetto di tegole,tetto in legno
housing buildings,tetto,tetto a punta,tetto verde,tetto a padiglione,tetto a paglia,tetto a shed,tetto in piombo,tetto a capanna,tettoia di plastica,tetto di vetro,tetto di rame,tetto di legno
animals,tigre,tigre bianca,tigre del bengala,tigre di sumatra,tigre del bengala,tigre del bengala,tigre indiana,tigre siberiana,tigre africana,tigris,tigre africana,tigre bengalese
animals,tigre,tigre del bengala,tigre di sumatra,tigre di bali,tigre del sud-est asiatico,tigre siberiana,tigre bianca,tigre del bengala,tigre siamese,tigre reale,tigre indiana,tigre asiatico
animals,tigre,tigre siberiana,tigre di amur,tigre asiatica,tigre del sud,tigre di giava,tigre del bengala,tigre di sumatra,tigre indiana,logo,tigre americana,tigre bengala
animals,tigre,tigre di sumatra,tigre di bali,tigre di bengala,tigre del nepal,tigre di bali,tigre malese,tigre malese,tigre del bengala,tatuaggio,tigre del bengala,tigre indiano
animals,tigre,tigre cinese,tigre del sud della cina,tigre del sud,,tigre di sumatra,tigre siamese,tigre di bali,tigre bengala,immaginario,tigre siberiana,tigre siberiano
animals,topo,topo di campagna,topo comune,topo domestico,formica,topo da laboratorio,topo domestico,topo campagnolo,topolino,topo domestico,topo domestico,ratto
animals,topo,topo ragno,topo domestico,topo di laboratorio,topo di terra,topo toporagno,topo canguro,topo delle risaie,ratto,topolino,rodent,ratti
animals,topo,pantegana,topo da laboratorio,topo muschiato,formichiere,topo domestico,topo striato,topo da compagnia,topo selvatico,topo di laboratorio,ratto,mouse
animals,topo,topo domestico,topo selvatico,topo di campagna,ragnatela,topo muschiato,topo volante,topo comune,topo di laboratorio,topo di casa,domestico,rinoceronte
animals,topo,ratto,topo campagnolo,topo grigio,scarafaggio,topo spinoso,topo selvatico,criceto,topo domestico,topo selvatico,ratti,scoiattolo
vehicles,traghetto,traghetto a vapore,traghetto a catena,traghetto da carico,traghetto a motore,traghetto passeggeri,traghetto a vela,traghetto passeggeri,traghetto a vapore,passeggero,traghetto a vapore,traghetto a vapore
vehicles,traghetto,aliscafo,traghetto a cavo,traghetto passeggeri,traghetto a remi,traghetto ro-ro,traghetto a remi,traghetto veloce,traghetto a batteria,nave traghetto,traghetti a vapore,traghetti a vapore
vehicles,traghetto,traghetto turistico,traghetto a fune,traghetto da crociera,traghetto a vapore,traghetto ad alta velocità,traghetto a vapore,traghetto notturno,traghetto ferroviario,ferry,traghetto a motore,traghettino
vehicles,traghetto,traghetto ferroviario,traghetto a vapore,traghetto da turismo,traghetto ferroviario,traghetto per veicoli,traghetto a fune,traghetto per le isole,traghetto a bordo,traghetto a vapore,traghettino,traghetto a motore
vehicles,traghetto,traghetto passeggeri,traghetto ro-ro,traghetto a propulsione elettrica,traghetto a vela,traghetto per treni,traghetto a motore,traghetto auto,traghetto a fondo,traghetto in acqua,,traghetto a vela
vehicles,tram,tram elettrico,tram storico,tram a cavalli,autobus,tram a pianale ribassato,tramway,tram a cavalli,tram aereo,tramway,azienda,tranvia
vehicles,tram,tram su rotaie,tram a cavalli,tram elettrico,tram a trazione elettrica,tram articolato,tram-bus,tram a cavo,tranvia,trolley,tram a vapore,tramvia
vehicles,tram,tram merci,tram snodato,tram a vapore,treno,tram a trazione elettrica,tram elettrico,tram a benzina,tram urbani,tramvia,metropolitano,metro
vehicles,tram,tram urbano,tram a cremagliera,tram leggero,tranvia,tram a due piani,tramvai,tram a vapore,tram ferroviario,tranvia,veicolo,funicolare
vehicles,trattore,trattore standard,trattore agricolo,trattore agricolo,trattore agricolo,trattore agricolo,trattore a ruote,trattore a ruote,trattore agricolo,trattore agricolo,trattore agricolo,trattore a motore
vehicles,trattore,trattore agricolo,trattore cingolato,trattore forestale,trattore di carico,trattore compatto,trattore da costruzione,trattore a due ruote motrici,trattore di legno,trattore di lavoro,trattore a benzina,trattore agricolo
vehicles,trattore,trattore cingolato,trattore a ruote,trattore stradale,trattore di scuola,trattore a braccio,scavatore,trattore a cingoli,trattore di lavoro,trattore da lavoro,trattore a vapore,trattore a benzina
vehicles,trattore,trattore snodato,trattore stradale,trattore semovente,,trattore telescopico,bulldozer,trattore per il trasporto,trattore di carico,trattore 4x4,trattore meccanico,trattore a vapore
vehicles,trattore,trattore gommato,trattore a cingoli in gomma,trattore per mietitura,,trattore a batteria,trattore da vigneto,trattore per la costruzione,trattore di rifiuti,,trattore a due ruote,trattore meccanico
vehicles,treno,treno regionale,locomotiva,treno a vapore,treno a vapore,treno a vapore,locomotiva,locomotiva,locomotiva,locomotiva,treno passeggeri,treno passeggeri
vehicles,treno,treno ad alta velocità,regionale,treno ad alta velocità,frecciarossa,treno diesel,treno intercity,treno suburbano,tranvia,metro,treno a vapore,treno a vapore
vehicles,treno,treno a vapore,pendolino,treno elettrico,treno ferroviario,treno elettrico,treno cisterna,treno regionale,treno regionale,carro,treno espresso,ferrovia
vehicles,treno,treno merci,intercity,treno diesel,treno a gas,treno ad alta velocità,treno articolato,treno notturno,metro,tram,treno merci,treno elettrico
vehicles,treno,frecciarossa,eurocity,treno merci,treno a diesel,treno regionale,treno container,treno merci,tram,autobus,treno ad alta velocità,treno merci
plants,tulipano,tulipano rosso,tulipano darwin,tulipano gigante,tulipano bianco,tulipa clusiana,tulipano rosso,tulipano nero,tulipano rosso,fiore di tulipano,tulipano rosso,
plants,tulipano,tulipano giallo,tulipano viridiflora,tulipano fiorente,tulipano di fiore,tulipa greigii,tulipano fiorito,tulipano rosso,tulipano comune,tulipano giallo,tulipane,
plants,tulipano,tulipano bianco,tulipano kaufmanniana,tul,tulipano rosso,tulipa gesneriana,tulipano selvatico,tulipano giallo,tulipano bianco,tulipano rosso,tulipano bianco,
plants,tulipano,tulipano rosa,tulipano fosteriana,tulipano singolo,tulipano viola,tulipa fosteriana,tulipano verde,tulipano multicolore,tulipano viola,tulipano bianco,tulipano bianco e rosso,
plants,tulipano,tulipano blu,tulipano lily,tulipano doppio,tulipano giallo,tulipano greigii,tulipano viola,tulipano selvatico,tulipano giallo,tulipano rosa,tulipano viola,
plants,ulivo,frantoio,ulivo da olio,ulivo domestico,frutto,ulmus minor,albero di ulivo,ulivo selvatico,olivo,pianta,olio extra vergine,albero
plants,ulivo,ulivo leccino,ulivo ornamentale,ulivo comune,ulivo comune,quercus suber,oliveto,ulivo domestico,olio di olivo,ulivo con tronco,arboreo,olivo
plants,ulivo,maurino,ulivo selvatico,ulivo di sicilia,ulivo nero,olea europaea,frantoio,ulivo centenario,olivastro,tronco,olivone,pianta
