category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
housing buildings,edifici residenziali,balcone,BALCONE_balcone corridoio,corridoio,1,11,11,11.0,0.0,1.0,1,0.10026,19741.0
housing buildings,edifici residenziali,balcone,BALCONE_balcone a schiena d'asino,a schiena d'asino,1,12,12,12.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,balcone,BALCONE_balcone a goccia,a goccia,1,13,13,13.0,0.0,1.0,1,0.10026,166.0
housing buildings,edifici residenziali,balcone,BALCONE_balcone a bovindo,a bovindo,1,14,14,14.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,balcone,BALCONE_balcone a julietta,a julietta,1,15,15,15.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,balcone,BALCONE_balcone a ringhiera,a ringhiera,1,16,16,16.0,0.0,1.0,1,0.10026,33.0
housing buildings,edifici residenziali,balcone,BALCONE_balcone a sbalzo,a sbalzo,1,17,17,17.0,0.0,1.0,1,0.10026,139.0
housing buildings,edifici residenziali,balcone,BALCONE_balcone a livello,a livello,1,18,18,18.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico genovese,genovese,1,1,1,1.0,1.0,1.0,1,1.0,20855.0
plants,piante,basilico,BASILICO_basilico limone,limone,1,2,2,2.0,0.0,1.0,1,0.10026,37054.0
plants,piante,basilico,BASILICO_basilico greco,greco,1,3,3,3.0,0.0,1.0,1,0.10026,15912.0
plants,piante,basilico,BASILICO_basilico thai,thai,1,4,4,4.0,0.0,1.0,1,0.10026,18707.0
plants,piante,basilico,BASILICO_basilico sacro,sacro,1,5,5,5.0,0.0,1.0,1,0.10026,16012.0
plants,piante,basilico,BASILICO_basilico rosso,rosso,1,6,6,6.0,0.0,1.0,1,0.10026,33472.0
plants,piante,basilico,BASILICO_basilico minimo,minimo,1,7,7,7.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico cannella,cannella,1,8,8,8.0,0.0,1.0,1,0.10026,34550.0
plants,piante,basilico,BASILICO_basilico anice,anice,1,9,9,9.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico liscio,liscio,1,10,10,10.0,0.0,1.0,1,0.10026,13347.0
plants,piante,basilico,BASILICO_basilico di napoli,di napoli,1,11,11,11.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico a foglia piccola,a foglia piccola,1,12,12,12.0,0.0,1.0,1,0.10026,26.0
plants,piante,basilico,BASILICO_basilico a foglia grande,a foglia grande,1,13,13,13.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico porpora,porpora,1,14,14,14.0,0.0,1.0,1,0.10026,19110.0
plants,piante,basilico,BASILICO_basilico cristallo,cristallo,1,15,15,15.0,0.0,1.0,1,0.10026,17766.0
plants,piante,basilico,BASILICO_basilico arrotondato,arrotondato,1,16,16,16.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico africano,africano,1,17,17,17.0,0.0,1.0,1,0.10026,45338.0
plants,piante,basilico,BASILICO_basilico re di tailandia,re di tailandia,1,18,18,18.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico sacro tailandese,sacro tailandese,1,19,19,19.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere di vetro,di vetro,1,1,1,1.0,1.0,1.0,1,1.0,587.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere di plastica,di plastica,1,2,2,2.0,0.0,1.0,1,0.10026,672.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere di carta,di carta,1,3,3,3.0,0.0,1.0,1,0.10026,93.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da tè,da tè,1,4,4,4.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da caffè,da caffè,1,5,5,5.0,0.0,1.0,1,0.10026,454.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da vino,da vino,1,6,6,6.0,0.0,1.0,1,0.10026,242.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da birra,da birra,1,7,7,7.0,0.0,1.0,1,0.10026,42.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da long drink,da long drink,1,8,8,8.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da cocktail,da cocktail,1,9,9,9.0,0.0,1.0,1,0.10026,54.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da whisky,da whisky,1,10,10,10.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da champagne,da champagne,1,11,11,11.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da shot,da shot,1,12,12,12.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da acqua,da acqua,1,13,13,13.0,0.0,1.0,1,0.10026,404.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da latte,da latte,1,14,14,14.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da succo,da succo,1,15,15,15.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da frullato,da frullato,1,16,16,16.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere termico,termico,1,17,17,17.0,0.0,1.0,1,0.10026,46362.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bic,bic,1,18,18,18.0,0.0,1.0,1,0.10026,13704.0
vehicles,veicoli,bicicletta,BICICLETTA_city bike,city bike,1,1,1,1.0,1.0,1.0,1,1.0,504.0
vehicles,veicoli,bicicletta,BICICLETTA_mountain bike,mountain bike,1,2,2,2.0,0.0,1.0,1,0.10026,6030.0
vehicles,veicoli,bicicletta,BICICLETTA_racing bike,racing bike,1,3,3,3.0,0.0,1.0,1,0.10026,89.0
vehicles,veicoli,bicicletta,BICICLETTA_hybrid bike,hybrid bike,1,4,4,4.0,0.0,1.0,1,0.10026,28.0
vehicles,veicoli,bicicletta,BICICLETTA_cruiser bike,cruiser bike,1,5,5,5.0,0.0,1.0,1,0.10026,28.0
vehicles,veicoli,bicicletta,BICICLETTA_folding bike,folding bike,1,6,6,6.0,0.0,1.0,1,0.10026,46.0
vehicles,veicoli,bicicletta,BICICLETTA_touring bike,touring bike,1,7,7,7.0,0.0,1.0,1,0.10026,88.0
vehicles,veicoli,bicicletta,BICICLETTA_electric bike,electric bike,1,8,8,8.0,0.0,1.0,1,0.10026,150.0
vehicles,veicoli,bicicletta,BICICLETTA_bmx bike,bmx bike,1,9,9,9.0,0.0,1.0,1,0.10026,12.0
vehicles,veicoli,bicicletta,BICICLETTA_recumbent bike,recumbent bike,1,10,10,10.0,0.0,1.0,1,0.10026,116.0
vehicles,veicoli,bicicletta,BICICLETTA_tandem bike,tandem bike,1,11,11,11.0,0.0,1.0,1,0.10026,16.0
vehicles,veicoli,bicicletta,BICICLETTA_fixed gear bike,fixed gear bike,1,12,12,12.0,0.0,1.0,1,0.10026,13.0
vehicles,veicoli,bicicletta,BICICLETTA_unicycle,unicycle,1,13,13,13.0,0.0,1.0,1,0.10026,70.0
vehicles,veicoli,bicicletta,BICICLETTA_tricycle,tricycle,1,14,14,14.0,0.0,1.0,1,0.10026,354.0
vehicles,veicoli,bicicletta,BICICLETTA_quadricycle,quadricycle,1,15,15,15.0,0.0,1.0,1,0.10026,8.0
vehicles,veicoli,bicicletta,BICICLETTA_penny farthing,penny farthing,1,16,16,16.0,0.0,1.0,1,0.10026,21.0
vehicles,veicoli,bicicletta,BICICLETTA_lowrider bike,lowrider bike,1,17,17,17.0,0.0,1.0,1,0.10026,0.0
vehicles,veicoli,bicicletta,BICICLETTA_chopper bike,chopper bike,1,18,18,18.0,0.0,1.0,1,0.10026,2.0
vehicles,veicoli,bicicletta,BICICLETTA_cargo bike,cargo bike,1,19,19,19.0,0.0,1.0,1,0.10026,44.0
vehicles,veicoli,bicicletta,BICICLETTA_cyclocross bike,cyclocross bike,1,20,20,20.0,0.0,1.0,1,0.10026,2.0
vehicles,veicoli,bicicletta,BICICLETTA_time trial bike,time trial bike,1,21,21,21.0,0.0,1.0,1,0.10026,2.0
vehicles,veicoli,bicicletta,BICICLETTA_track bike,track bike,1,22,22,22.0,0.0,1.0,1,0.10026,18.0
vehicles,veicoli,bicicletta,BICICLETTA_kid's bike,kid's bike,1,23,23,23.0,0.0,1.0,1,0.10026,13.0
vehicles,veicoli,bicicletta,BICICLETTA_balance bike,balance bike,1,24,24,24.0,0.0,1.0,1,0.10026,181.0
vehicles,veicoli,bicicletta,BICICLETTA_adult trike,adult trike,1,25,25,25.0,0.0,1.0,1,0.10026,0.0
vehicles,veicoli,bicicletta,BICICLETTA_semi-recumbent bike,semi-recumbent bike,1,26,26,26.0,0.0,1.0,1,0.10026,
vehicles,veicoli,bicicletta,BICICLETTA_handcycle,handcycle,1,27,27,27.0,0.0,1.0,1,0.10026,10.0
vehicles,veicoli,bicicletta,BICICLETTA_velomobile,velomobile,1,28,28,28.0,0.0,1.0,1,0.10026,88.0
vehicles,veicoli,bicicletta,BICICLETTA_exercise bike,exercise bike,1,29,29,29.0,0.0,1.0,1,0.10026,18.0
vehicles,veicoli,bicicletta,BICICLETTA_stationary bike,stationary bike,1,30,30,30.0,0.0,1.0,1,0.10026,
vehicles,veicoli,bicicletta,BICICLETTA_spin bike,spin bike,1,31,31,31.0,0.0,1.0,1,0.10026,
vehicles,veicoli,bicicletta,BICICLETTA_recumbent trike,recumbent trike,1,32,32,32.0,0.0,1.0,1,0.10026,0.0
body parts,parti del corpo,bocca,BOCCA_bocca umana,umana,1,1,1,1.0,1.0,1.0,1,1.0,30884.0
body parts,parti del corpo,bocca,BOCCA_bocca di un animale,di un animale,1,2,2,2.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un pesce,di un pesce,1,3,3,3.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un uccello,di un uccello,1,4,4,4.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un rettile,di un rettile,1,5,5,5.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un anfibio,di un anfibio,1,6,6,6.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un invertebrato,di un invertebrato,1,7,7,7.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un robot,di un robot,1,8,8,8.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di una bambola,di una bambola,1,9,9,9.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di una statua,di una statua,1,10,10,10.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un mostro in un film o in un libro,di un mostro in un film o in un libro,1,11,11,11.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un personaggio dei cartoni animati,di un personaggio dei cartoni animati,1,12,12,12.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un personaggio di un videogioco,di un personaggio di un videogioco,1,13,13,13.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,bocca,BOCCA_bocca di un personaggio di un fumetto,di un personaggio di un fumetto,1,14,14,14.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_arti superiori,arti superiori,1,1,1,1.0,1.0,1.0,1,1.0,491.0
body parts,parti del corpo,braccio,BRACCIO_braccio umano,umano,1,2,2,2.0,0.0,1.0,1,0.10026,39518.0
body parts,parti del corpo,braccio,BRACCIO_braccio robotico,robotico,1,3,3,3.0,0.0,1.0,1,0.10026,23762.0
body parts,parti del corpo,braccio,BRACCIO_braccio meccanico,meccanico,1,4,4,4.0,0.0,1.0,1,0.10026,26384.0
body parts,parti del corpo,braccio,BRACCIO_protesi del braccio,protesi del braccio,1,5,5,5.0,0.0,1.0,1,0.10026,22.0
body parts,parti del corpo,braccio,BRACCIO_arti superiori di animali,arti superiori di animali,1,6,6,6.0,0.0,1.0,1,0.10026,0.0
body parts,parti del corpo,braccio,BRACCIO_braccio di primati,di primati,1,7,7,7.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_braccio di cetacei,di cetacei,1,8,8,8.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_ali di uccelli,ali di uccelli,1,9,9,9.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_braccio di un robot,di un robot,1,10,10,10.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_braccio di una statua,di una statua,1,11,11,11.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_braccio di una sedia a rotelle,di una sedia a rotelle,1,12,12,12.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_braccio di una gru,di una gru,1,13,13,13.0,0.0,1.0,1,0.10026,31.0
body parts,parti del corpo,braccio,BRACCIO_braccio di un esoscheletro,di un esoscheletro,1,14,14,14.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_braccio di un manichino,di un manichino,1,15,15,15.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_braccio di un pupazzo,di un pupazzo,1,16,16,16.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,braccio,BRACCIO_braccio di un bur,di un bur,1,17,17,17.0,0.0,1.0,1,0.10026,
plants,piante,cactus,CACTUS_saguaro,saguaro,1,1,1,1.0,1.0,1.0,1,1.0,704.0
plants,piante,cactus,CACTUS_barile,barile,1,2,2,2.0,0.0,1.0,1,0.10026,20189.0
plants,piante,cactus,CACTUS_cholla,cholla,1,3,3,3.0,0.0,1.0,1,0.10026,167.0
plants,piante,cactus,CACTUS_pesco chumbo,pesco chumbo,1,4,4,4.0,0.0,1.0,1,0.10026,0.0
plants,piante,cactus,CACTUS_old lady hedgehog,old lady hedgehog,1,5,5,5.0,0.0,1.0,1,0.10026,0.0
plants,piante,cactus,CACTUS_bunny ears,bunny ears,1,6,6,6.0,0.0,1.0,1,0.10026,17.0
plants,piante,cactus,CACTUS_fishhook,fishhook,1,7,7,7.0,0.0,1.0,1,0.10026,2.0
plants,piante,cactus,CACTUS_prickly pear,prickly pear,1,8,8,8.0,0.0,1.0,1,0.10026,138.0
plants,piante,cactus,CACTUS_totem pole,totem pole,1,9,9,9.0,0.0,1.0,1,0.10026,44.0
plants,piante,cactus,CACTUS_golden barrel,golden barrel,1,10,10,10.0,0.0,1.0,1,0.10026,4.0
plants,piante,cactus,CACTUS_old man,old man,1,11,11,11.0,0.0,1.0,1,0.10026,
plants,piante,cactus,CACTUS_silver torch,silver torch,1,12,12,12.0,0.0,1.0,1,0.10026,0.0
plants,piante,cactus,CACTUS_organ pipe,organ pipe,1,13,13,13.0,0.0,1.0,1,0.10026,52.0
plants,piante,cactus,CACTUS_pincushion,pincushion,1,14,14,14.0,0.0,1.0,1,0.10026,30.0
plants,piante,cactus,CACTUS_blue myrtle,blue myrtle,1,15,15,15.0,0.0,1.0,1,0.10026,0.0
plants,piante,cactus,CACTUS_cardon,cardon,1,16,16,16.0,0.0,1.0,1,0.10026,402.0
plants,piante,cactus,CACTUS_senita,senita,1,17,17,17.0,0.0,1.0,1,0.10026,24.0
plants,piante,cactus,CACTUS_senita cactus,senita cactus,1,18,18,18.0,0.0,1.0,1,0.10026,0.0
plants,piante,cactus,CACTUS_tuna,tuna,1,19,19,19.0,0.0,1.0,1,0.10026,3563.0
plants,piante,cactus,CACTUS_echinopsis,echinopsis,1,20,20,20.0,0.0,1.0,1,0.10026,382.0
plants,piante,cactus,CACTUS_echinocereus,echinocereus,1,21,21,21.0,0.0,1.0,1,0.10026,127.0
plants,piante,cactus,CACTUS_ferocactus,ferocactus,1,22,22,22.0,0.0,1.0,1,0.10026,380.0
plants,piante,cactus,CACTUS_mammillaria,mammillaria,1,23,23,23.0,0.0,1.0,1,0.10026,1070.0
plants,piante,cactus,CACTUS_opuntia,opuntia,1,24,24,24.0,0.0,1.0,1,0.10026,3438.0
plants,piante,cactus,CACTUS_astrophytum,astrophytum,1,25,25,25.0,0.0,1.0,1,0.10026,313.0
plants,piante,cactus,CACTUS_ariocarpus,ariocarpus,1,26,26,26.0,0.0,1.0,1,0.10026,318.0
plants,piante,cactus,CACTUS_obregonia,obregonia,1,27,27,27.0,0.0,1.0,1,0.10026,
plants,piante,cactus,CACTUS_leuchtenbergia,leuchtenbergia,1,28,28,28.0,0.0,1.0,1,0.10026,
plants,piante,cactus,CACTUS_weber,weber,1,29,29,29.0,0.0,1.0,1,0.10026,
clothes,vestiti,calza,CALZA_calza da neve,da neve,1,1,1,1.0,1.0,1.0,1,1.0,23.0
clothes,vestiti,calza,CALZA_calza da running,da running,1,2,2,2.0,0.0,1.0,1,0.10026,92.0
clothes,vestiti,calza,CALZA_calza da tennis,da tennis,1,3,3,3.0,0.0,1.0,1,0.10026,896.0
clothes,vestiti,calza,CALZA_calza da basket,da basket,1,4,4,4.0,0.0,1.0,1,0.10026,135.0
clothes,vestiti,calza,CALZA_calza da calcio,da calcio,1,5,5,5.0,0.0,1.0,1,0.10026,26.0
clothes,vestiti,calza,CALZA_calza da wrestling,da wrestling,1,6,6,6.0,0.0,1.0,1,0.10026,
clothes,vestiti,calza,CALZA_calza da boxe,da boxe,1,7,7,7.0,0.0,1.0,1,0.10026,22.0
clothes,vestiti,calza,CALZA_calza da ciclismo,da ciclismo,1,8,8,8.0,0.0,1.0,1,0.10026,26.0
clothes,vestiti,calza,CALZA_calza da golf,da golf,1,9,9,9.0,0.0,1.0,1,0.10026,28.0
clothes,vestiti,calza,CALZA_calza da yoga,da yoga,1,10,10,10.0,0.0,1.0,1,0.10026,67.0
clothes,vestiti,calza,CALZA_calza da danza,da danza,1,11,11,11.0,0.0,1.0,1,0.10026,25.0
clothes,vestiti,calza,CALZA_calza da fitness,da fitness,1,12,12,12.0,0.0,1.0,1,0.10026,32.0
clothes,vestiti,calza,CALZA_calza da trekking,da trekking,1,13,13,13.0,0.0,1.0,1,0.10026,270.0
clothes,vestiti,calza,CALZA_calza da sci,da sci,1,14,14,14.0,0.0,1.0,1,0.10026,1023.0
clothes,vestiti,calza,CALZA_calza da snowboard,da snowboard,1,15,15,15.0,0.0,1.0,1,0.10026,34.0
clothes,vestiti,calza,CALZA_calza da surf,da surf,1,16,16,16.0,0.0,1.0,1,0.10026,66.0
clothes,vestiti,calza,CALZA_calza da nuoto,da nuoto,1,17,17,17.0,0.0,1.0,1,0.10026,32.0
clothes,vestiti,calza,CALZA_calza da pallanuoto,da pallanuoto,1,18,18,18.0,0.0,1.0,1,0.10026,22.0
clothes,vestiti,calza,CALZA_calza da pallavolo,da pallavolo,1,19,19,19.0,0.0,1.0,1,0.10026,52.0
clothes,vestiti,calza,CALZA_calza da beach volley,da beach volley,1,20,20,20.0,0.0,1.0,1,0.10026,
clothes,vestiti,calza,CALZA_calza da pallacanestro,da pallacanestro,1,21,21,21.0,0.0,1.0,1,0.10026,42.0
clothes,vestiti,calza,CALZA_calza da rugby,da rugby,1,22,22,22.0,0.0,1.0,1,0.10026,30.0
housing buildings,edifici residenziali,camera,CAMERA_camera da letto,da letto,1,1,1,1.0,1.0,1.0,1,1.0,110.0
housing buildings,edifici residenziali,camera,CAMERA_camera da pranzo,da pranzo,1,2,2,2.0,0.0,1.0,1,0.10026,1337.0
housing buildings,edifici residenziali,camera,CAMERA_camera da bagno,da bagno,1,3,3,3.0,0.0,1.0,1,0.10026,27.0
housing buildings,edifici residenziali,camera,CAMERA_camera dei bambini,dei bambini,1,4,4,4.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera degli ospiti,degli ospiti,1,5,5,5.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera blindata,blindata,1,6,6,6.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera oscura,oscura,1,7,7,7.0,0.0,1.0,1,0.10026,12754.0
housing buildings,edifici residenziali,camera,CAMERA_camera iperbare,iperbare,1,8,8,8.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera anecoica,anecoica,1,9,9,9.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera di combustione,di combustione,1,10,10,10.0,0.0,1.0,1,0.10026,122.0
housing buildings,edifici residenziali,camera,CAMERA_camera di compensazione,di compensazione,1,11,11,11.0,0.0,1.0,1,0.10026,158.0
housing buildings,edifici residenziali,camera,CAMERA_camera di manovra,di manovra,1,12,12,12.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera di sicurezza,di sicurezza,1,13,13,13.0,0.0,1.0,1,0.10026,87.0
housing buildings,edifici residenziali,camera,CAMERA_camera di controllo,di controllo,1,14,14,14.0,0.0,1.0,1,0.10026,102.0
housing buildings,edifici residenziali,camera,CAMERA_camera di proiezione,di proiezione,1,15,15,15.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera di decompressione,di decompressione,1,16,16,16.0,0.0,1.0,1,0.10026,21.0
housing buildings,edifici residenziali,camera,CAMERA_camera di stiratura,di stiratura,1,17,17,17.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera di asciugatura,di asciugatura,1,18,18,18.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera di cottura,di cottura,1,19,19,19.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera di germinazione,di germinazione,1,20,20,20.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera di crescita,di crescita,1,21,21,21.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera di fermentazione,di fermentazione,1,22,22,22.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,camera,CAMERA_camera di maturazione,di maturazione,1,23,23,23.0,0.0,1.0,1,0.10026,
clothes,vestiti,camicia,CAMICIA_abbottonata,abbottonata,1,1,1,1.0,1.0,1.0,1,1.0,1141.0
clothes,vestiti,camicia,CAMICIA_a maniche lunghe,a maniche lunghe,1,2,2,2.0,0.0,1.0,1,0.10026,33.0
clothes,vestiti,camicia,CAMICIA_a maniche corte,a maniche corte,1,3,3,3.0,0.0,1.0,1,0.10026,30.0
clothes,vestiti,camicia,CAMICIA_hawaiana,hawaiana,1,4,4,4.0,0.0,1.0,1,0.10026,3198.0
clothes,vestiti,camicia,CAMICIA_a collo alto,a collo alto,1,5,5,5.0,0.0,1.0,1,0.10026,36.0
clothes,vestiti,camicia,CAMICIA_a collo button-down,a collo button-down,1,6,6,6.0,0.0,1.0,1,0.10026,0.0
clothes,vestiti,camicia,CAMICIA_a quadri,a quadri,1,7,7,7.0,0.0,1.0,1,0.10026,45.0
clothes,vestiti,camicia,CAMICIA_a righe,a righe,1,8,8,8.0,0.0,1.0,1,0.10026,144.0
clothes,vestiti,camicia,CAMICIA_bianca,bianca,1,9,9,9.0,0.0,1.0,1,0.10026,32255.0
clothes,vestiti,camicia,CAMICIA_formale,formale,1,10,10,10.0,0.0,1.0,1,0.10026,19582.0
clothes,vestiti,camicia,CAMICIA_informale,informale,1,11,11,11.0,0.0,1.0,1,0.10026,19023.0
clothes,vestiti,camicia,CAMICIA_in denim,in denim,1,12,12,12.0,0.0,1.0,1,0.10026,21.0
clothes,vestiti,camicia,CAMICIA_in flanella,in flanella,1,13,13,13.0,0.0,1.0,1,0.10026,33.0
clothes,vestiti,camicia,CAMICIA_in lino,in lino,1,14,14,14.0,0.0,1.0,1,0.10026,30.0
clothes,vestiti,camicia,CAMICIA_in seta,in seta,1,15,15,15.0,0.0,1.0,1,0.10026,97.0
clothes,vestiti,camicia,CAMICIA_in twill,in twill,1,16,16,16.0,0.0,1.0,1,0.10026,48.0
clothes,vestiti,camicia,CAMICIA_maglia,maglia,1,17,17,17.0,0.0,1.0,1,0.10026,33938.0
clothes,vestiti,camicia,CAMICIA_polo,polo,1,18,18,18.0,0.0,1.0,1,0.10026,39028.0
clothes,vestiti,camicia,CAMICIA_senza maniche,senza maniche,1,19,19,19.0,0.0,1.0,1,0.10026,455.0
clothes,vestiti,camicia,CAMICIA_smanicata,smanicata,1,20,20,20.0,0.0,1.0,1,0.10026,567.0
clothes,vestiti,camicia,CAMICIA_termica,termica,1,21,21,21.0,0.0,1.0,1,0.10026,15945.0
clothes,vestiti,camicia,CAMICIA_t-shirt,t-shirt,1,22,22,22.0,0.0,1.0,1,0.10026,35456.0
vehicles,veicoli,camion,CAMION_camion da costruzione,da costruzione,1,1,1,1.0,1.0,1.0,1,1.0,
vehicles,veicoli,camion,CAMION_camion dei pompieri,dei pompieri,1,2,2,2.0,0.0,1.0,1,0.10026,
vehicles,veicoli,camion,CAMION_camion dei rifiuti,dei rifiuti,1,3,3,3.0,0.0,1.0,1,0.10026,
vehicles,veicoli,camion,CAMION_camion delle consegne,delle consegne,1,4,4,4.0,0.0,1.0,1,0.10026,
vehicles,veicoli,camion,CAMION_autocarro,autocarro,1,5,5,5.0,0.0,1.0,1,0.10026,38636.0
vehicles,veicoli,camion,CAMION_trattore stradale,trattore stradale,1,6,6,6.0,0.0,1.0,1,0.10026,224.0
vehicles,veicoli,camion,CAMION_camion ribaltabile,ribaltabile,1,7,7,7.0,0.0,1.0,1,0.10026,
vehicles,veicoli,camion,CAMION_autobetoniera,autobetoniera,1,8,8,8.0,0.0,1.0,1,0.10026,453.0
vehicles,veicoli,camion,CAMION_autocisterna,autocisterna,1,9,9,9.0,0.0,1.0,1,0.10026,2714.0
vehicles,veicoli,camion,CAMION_camion frigorifero,frigorifero,1,10,10,10.0,0.0,1.0,1,0.10026,29542.0
vehicles,veicoli,camion,CAMION_camion gru,gru,1,11,11,11.0,0.0,1.0,1,0.10026,17574.0
vehicles,veicoli,camion,CAMION_camion per il trasporto di container,per il trasporto di container,1,12,12,12.0,0.0,1.0,1,0.10026,
vehicles,veicoli,camion,CAMION_camion per il trasporto di bestiame,per il trasporto di bestiame,1,13,13,13.0,0.0,1.0,1,0.10026,
vehicles,veicoli,camion,CAMION_camion per il trasporto di auto,per il trasporto di auto,1,14,14,14.0,0.0,1.0,1,0.10026,
vehicles,veicoli,camion,CAMION_camion per il trasporto di materiali pericolosi,per il trasporto di materiali pericolosi,1,15,15,15.0,0.0,1.0,1,0.10026,
vehicles,veicoli,camion,CAMION_camion militare,militare,1,16,16,16.0,0.0,1.0,1,0.10026,30302.0
vehicles,veicoli,camion,CAMION_camion antincendio,antincendio,1,17,17,17.0,0.0,1.0,1,0.10026,8504.0
vehicles,veicoli,camion,CAMION_camper,camper,1,18,18,18.0,0.0,1.0,1,0.10026,30022.0
vehicles,veicoli,camion,CAMION_furgone,furgone,1,19,19,19.0,0.0,1.0,1,0.10026,33420.0
vehicles,veicoli,camion,CAMION_autob,autob,1,20,20,20.0,0.0,1.0,1,0.10026,46.0
